Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
14,Khem Birch,C,27,ORL,5,0,89,7,14,.500,0,0,,7,14,.500,.500,10,11,.909,9,16,25,7,1,0,5,11,24,birchkh01
15,Eric Bledsoe,PG,30,MIL,9,9,267,38,98,.388,8,32,.250,30,66,.455,.429,21,26,.808,5,36,41,53,11,6,23,20,105,bledser01
16,Bol Bol,PF,20,DEN,4,0,21,5,9,.556,2,3,.667,3,6,.500,.667,7,8,.875,3,2,5,0,2,2,2,1,19,bolbo01
17,Chris Boucher,C,27,TOR,7,0,43,3,11,.273,2,5,.400,1,6,.167,.364,0,1,.000,3,9,12,1,0,2,1,5,8,bouchch01
18,Tony Bradley,C,22,UTA,6,0,48,2,9,.222,0,0,,2,9,.222,.222,5,7,.714,10,13,23,1,2,2,4,4,9,bradlto01
19,Jarrell Brantley,PF,23,UTA,2,0,13,0,5,.000,0,3,.000,0,2,.000,.000,1,2,.500,3,1,4,2,0,1,1,4,1,brantja01
20,Malcolm Brogdon,PG,27,IND,4,4,160,26,65,.400,9,24,.375,17,41,.415,.469,25,28,.893,0,17,17,40,4,0,10,10,86,brogdma01
21,Jaylen Brown,SG,23,BOS,17,17,672,137,288,.476,43,120,.358,94,168,.560,.550,53,63,.841,24,103,127,39,26,9,41,48,370,brownja02
22,Sterling Brown,SF,24,MIL,1,0,4,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,1,1,0,0,0,0,0,0,brownst02
23,Trey Burke,PG,27,DAL,6,3,156,30,59,.508,8,17,.471,22,42,.524,.576,6,10,.600,2,17,19,12,8,2,6,14,74,burketr01
24,Alec Burks,SG,28,PHI,4,0,95,16,49,.327,3,16,.188,13,33,.394,.357,7,9,.778,7,8,15,7,1,3,3,7,42,burksal01
25,Deonte Burton,SF,26,OKC,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,burtode02
26,Jimmy Butler,SF,30,MIA,21,21,806,144,295,.488,15,43,.349,129,252,.512,.514,164,191,.859,46,90,136,127,41,14,59,37,467,butleji01
27,Bruno Caboclo,C,24,HOU,2,0,7,1,2,.500,0,1,.000,1,1,1.000,.500,0,0,,0,3,3,0,1,0,0,2,2,cabocbr01
28,Kentavious Caldwell-Pope,SG,26,LAL,21,21,608,79,189,.418,45,119,.378,34,70,.486,.537,22,27,.815,8,36,44,28,21,4,15,40,225,caldwke01
29,DeMarre Carroll,C,33,HOU,2,0,6,1,2,.500,0,0,,1,2,.500,.500,0,0,,0,3,3,1,0,0,0,1,2,carrode01
30,Alex Caruso,PG,25,LAL,21,1,510,48,113,.425,17,61,.279,31,52,.596,.500,24,30,.800,15,33,48,59,23,12,31,55,137,carusal01
31,Tyson Chandler,C,37,HOU,1,0,0,0,0,,0,0,,0,0,,,0,2,.000,0,0,0,0,0,0,0,0,0,chandty01
32,Chris Chiozza,PG,24,BRK,4,0,65,8,24,.333,5,16,.313,3,8,.375,.438,2,4,.500,1,5,6,17,5,0,3,7,23,chiozch01
33,Gary Clark,SF,25,ORL,5,5,144,11,33,.333,11,32,.344,0,1,.000,.500,4,5,.800,4,24,28,7,5,2,2,7,37,clarkga01
34,Jordan Clarkson,SG,27,UTA,7,0,200,45,97,.464,17,49,.347,28,48,.583,.552,10,10,1.000,2,22,24,15,6,0,7,15,117,clarkjo01
35,Chris Clemons,SG,22,HOU,2,0,8,2,5,.400,2,5,.400,0,0,,.600,1,2,.500,0,2,2,0,0,0,0,0,7,clemoch01
36,Antonius Cleveland,SG,25,DAL,2,0,9,2,5,.400,0,0,,2,5,.400,.400,0,0,,1,0,1,0,1,0,0,1,4,clevean01
37,Amir Coffey,SG,22,LAC,3,0,7,0,3,.000,0,1,.000,0,2,.000,.000,2,2,1.000,0,0,0,4,1,0,0,0,2,coffeam01
38,Mike Conley,PG,32,UTA,5,5,165,31,64,.484,18,34,.529,13,30,.433,.625,19,22,.864,3,11,14,26,8,1,5,10,99,conlemi01
39,Pat Connaughton,SG,27,MIL,10,0,171,15,35,.429,8,23,.348,7,12,.583,.543,2,2,1.000,5,34,39,11,2,2,5,12,40,connapa01
40,Quinn Cook,PG,26,LAL,6,0,24,5,10,.500,2,4,.500,3,6,.500,.600,1,1,1.000,0,1,1,5,0,0,1,1,13,cookqu01
41,Tyler Cook,SF,22,DEN,1,0,4,0,0,,0,0,,0,0,,,0,0,,0,2,2,0,0,0,0,0,0,cookty01
42,Robert Covington,C,29,HOU,12,12,379,47,95,.495,34,68,.500,13,27,.481,.674,6,7,.857,8,52,60,16,30,13,12,45,134,covinro01
43,Torrey Craig,SF,29,DEN,19,3,375,33,78,.423,11,42,.262,22,36,.611,.494,9,13,.692,13,49,62,13,7,7,9,44,86,craigto01
44,Jae Crowder,PF,29,MIA,21,21,660,81,201,.403,55,161,.342,26,40,.650,.540,35,46,.761,11,106,117,39,14,12,15,55,252,crowdja01
45,Seth Curry,SG,29,DAL,6,0,173,31,53,.585,10,21,.476,21,32,.656,.679,5,5,1.000,2,9,11,8,6,0,8,14,77,curryse01
46,Troy Daniels,SG,28,DEN,6,0,30,6,12,.500,3,6,.500,3,6,.500,.625,1,2,.500,1,2,3,2,0,0,0,2,16,danietr01
47,Anthony Davis,PF,26,LAL,21,21,769,205,359,.571,23,60,.383,182,299,.609,.603,149,179,.832,55,149,204,73,26,30,53,56,582,davisan02
48,Terence Davis,SG,22,TOR,6,0,84,14,29,.483,8,19,.421,6,10,.600,.621,7,7,1.000,2,11,13,7,1,0,6,11,43,daviste02
49,Hamidou Diallo,SF,21,OKC,3,0,25,4,11,.364,1,5,.200,3,6,.500,.409,4,7,.571,2,4,6,1,0,2,2,0,13,diallha01
50,Donte DiVincenzo,SG,23,MIL,10,1,165,23,51,.451,7,21,.333,16,30,.533,.520,13,20,.650,8,24,32,12,7,3,10,21,66,divindo01
51,Luka Dončić,PG,20,DAL,6,6,215,64,128,.500,16,44,.364,48,84,.571,.563,42,64,.656,4,55,59,52,7,3,31,17,186,doncilu01
52,Luguentz Dort,SF,20,OKC,6,6,175,27,76,.355,13,50,.260,14,26,.538,.441,8,15,.533,5,17,22,6,2,6,15,25,75,dortlu01
53,PJ Dozier,SG,23,DEN,12,0,125,14,33,.424,2,8,.250,12,25,.480,.455,8,14,.571,2,16,18,12,2,2,8,13,38,doziepj01
54,Goran Dragić,PG,33,MIA,17,16,553,119,268,.444,37,107,.346,82,161,.509,.513,49,61,.803,13,56,69,75,17,2,39,50,324,dragigo01
55,Jared Dudley,PF,34,LAL,9,0,31,0,4,.000,0,3,.000,0,1,.000,.000,0,0,,0,2,2,0,4,1,2,2,0,dudleja01
56,Carsen Edwards,SG,21,BOS,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0,0,edwarca01
57,Joel Embiid,C,25,PHI,4,4,145,34,74,.459,4,16,.250,30,58,.517,.486,48,59,.814,11,38,49,5,6,5,15,18,120,embiijo01
58,James Ennis III,SG,29,ORL,5,5,119,12,35,.343,4,16,.250,8,19,.421,.400,7,9,.778,6,23,29,6,5,2,6,19,35,ennisja01
59,Tacko Fall,C,24,BOS,2,0,3,1,1,1.000,0,0,,1,1,1.000,1.000,1,2,.500,0,1,1,0,0,0,0,0,3,fallta01
60,Terrance Ferguson,SF,21,OKC,4,1,42,2,11,.182,2,10,.200,0,1,.000,.273,0,0,,1,3,4,1,1,0,1,3,6,fergute01
61,Dorian Finney-Smith,PF,26,DAL,6,6,191,23,52,.442,11,30,.367,12,22,.545,.548,4,5,.800,12,22,34,19,7,3,9,22,61,finnedo01
62,Evan Fournier,SF,27,ORL,5,5,171,20,57,.351,12,35,.343,8,22,.364,.456,12,17,.706,3,17,20,13,6,3,9,10,64,fournev01
63,Michael Frazier,SG,25,HOU,4,0,12,1,4,.250,1,2,.500,0,2,.000,.375,0,0,,1,3,4,2,0,0,1,0,3,frazimi01
64,Enes Freedom,C,27,BOS,11,0,102,22,42,.524,1,1,1.000,21,41,.512,.536,5,10,.500,19,24,43,7,0,0,4,19,50,kanteen01
65,Markelle Fultz,PG,21,ORL,5,5,147,24,60,.400,6,16,.375,18,44,.409,.450,6,7,.857,0,11,11,26,5,3,13,20,60,fultzma01
66,Wenyen Gabriel,PF,22,POR,4,2,53,9,15,.600,2,5,.400,7,10,.700,.667,1,2,.500,7,3,10,4,2,2,5,16,21,gabriwe01
67,Danilo Gallinari,PF,31,OKC,7,7,212,32,79,.405,12,37,.324,20,42,.476,.481,29,30,.967,5,33,38,7,5,1,15,11,105,gallida01
68,Marc Gasol,C,35,TOR,11,11,228,25,64,.391,5,27,.185,20,37,.541,.430,11,15,.733,4,44,48,29,5,7,16,32,66,gasolma01
69,Paul George,SF,29,LAC,13,13,479,88,221,.398,37,111,.333,51,110,.464,.482,50,55,.909,14,65,79,49,19,7,40,49,263,georgpa01
70,Shai Gilgeous-Alexander,SG,21,OKC,7,7,279,39,90,.433,14,35,.400,25,55,.455,.511,22,23,.957,3,34,37,29,7,3,15,17,114,gilgesh01
71,Rudy Gobert,C,27,UTA,7,7,270,48,74,.649,0,0,,48,74,.649,.649,22,42,.524,24,56,80,8,4,10,9,26,118,goberru01
72,Eric Gordon,SF,31,HOU,12,12,410,72,176,.409,29,90,.322,43,86,.500,.491,35,40,.875,6,26,32,36,10,7,24,26,208,gordoer01
73,Jerami Grant,PF,25,DEN,19,16,653,71,175,.406,31,95,.326,40,80,.500,.494,48,54,.889,8,55,63,25,11,15,25,59,221,grantje01
74,Danny Green,SG,32,LAL,21,21,525,59,170,.347,39,115,.339,20,55,.364,.462,10,15,.667,25,41,66,26,20,16,12,48,167,greenda02
75,JaMychal Green,PF,29,LAC,13,0,222,31,55,.564,10,23,.435,21,32,.656,.655,7,9,.778,13,36,49,7,2,3,5,29,79,greenja01
76,Javonte Green,SG,26,BOS,1,0,6,1,2,.500,1,2,.500,0,0,,.750,0,0,,0,1,1,0,0,0,0,1,3,greenja02
77,Jeff Green,C,33,HOU,12,0,341,51,103,.495,23,54,.426,28,49,.571,.607,14,17,.824,5,55,60,19,6,6,15,27,139,greenje02
78,Donta Hall,C,22,BRK,3,0,20,3,5,.600,0,0,,3,5,.600,.600,1,4,.250,3,2,5,0,0,2,1,1,7,halldo01
79,Tim Hardaway Jr.,SG,27,DAL,6,6,204,40,95,.421,19,54,.352,21,41,.512,.521,8,11,.727,3,18,21,11,2,0,3,16,107,hardati02
80,James Harden,SG,30,HOU,12,12,448,109,228,.478,39,117,.333,70,111,.631,.564,98,116,.845,12,55,67,92,18,10,45,43,355,hardeja01
81,Montrezl Harrell,C,26,LAC,13,0,243,47,82,.573,1,5,.200,46,77,.597,.579,41,68,.603,11,27,38,5,5,7,12,28,136,harremo01
82,Gary Harris,SG,25,DEN,14,12,379,34,90,.378,19,52,.365,15,38,.395,.483,17,22,.773,7,21,28,24,16,4,21,45,104,harriga01
83,Joe Harris,SF,28,BRK,2,2,72,12,23,.522,7,12,.583,5,11,.455,.674,2,4,.500,2,18,20,2,1,0,3,9,33,harrijo01
84,Tobias Harris,PF,27,PHI,4,4,149,23,60,.383,2,15,.133,21,45,.467,.400,15,19,.789,14,24,38,16,2,1,5,11,63,harrito02
85,Gordon Hayward,SF,29,BOS,5,1,157,20,50,.400,7,24,.292,13,26,.500,.470,7,8,.875,3,17,20,14,7,2,7,10,54,haywago01
86,Tyler Herro,SG,20,MIA,21,5,706,120,277,.433,48,128,.375,72,149,.483,.520,47,54,.870,7,100,107,77,8,2,42,31,335,herroty01
87,Mario Hezonja,PF,24,POR,5,0,68,9,22,.409,2,7,.286,7,15,.467,.455,3,4,.750,2,14,16,6,3,0,3,8,23,hezonma01
88,George Hill,PG,33,MIL,10,1,268,32,67,.478,10,28,.357,22,39,.564,.552,21,26,.808,5,19,24,31,6,0,16,17,95,hillge01
89,Solomon Hill,PF,28,MIA,7,0,42,5,9,.556,2,6,.333,3,3,1.000,.667,0,0,,1,6,7,3,1,0,0,5,12,hillso01
90,Jaylen Hoard,PF,20,POR,3,0,41,7,12,.583,0,0,,7,12,.583,.583,0,0,,5,4,9,1,0,0,2,5,14,hoardja01
91,Aaron Holiday,PG,23,IND,4,2,72,12,21,.571,4,9,.444,8,12,.667,.667,3,5,.600,1,4,5,10,4,0,4,10,31,holidaa01
92,Justin Holiday,SF,30,IND,4,2,131,10,21,.476,8,16,.500,2,5,.400,.667,1,3,.333,4,11,15,3,6,5,3,8,29,holidju01
93,Rondae Hollis-Jefferson,PF,25,TOR,5,0,39,4,10,.400,0,1,.000,4,9,.444,.400,6,8,.750,5,5,10,3,2,1,1,5,14,holliro01
94,Al Horford,C,33,PHI,4,3,129,12,25,.480,0,4,.000,12,21,.571,.480,4,7,.571,9,20,29,9,1,5,3,14,28,horfoal01
95,Talen Horton-Tucker,SG,19,LAL,2,0,17,6,12,.500,2,5,.400,4,7,.571,.583,0,0,,0,5,5,0,2,0,0,4,14,hortota01
96,Danuel House Jr.,SF,26,HOU,9,4,279,37,85,.435,19,53,.358,18,32,.563,.547,10,13,.769,10,42,52,13,8,0,7,22,103,houseda01
97,Dwight Howard,C,34,LAL,18,7,282,39,57,.684,1,2,.500,38,55,.691,.693,25,45,.556,32,51,83,9,8,8,16,55,104,howardw01
98,Serge Ibaka,C,30,TOR,11,0,251,63,110,.573,23,45,.511,40,65,.615,.677,14,14,1.000,17,68,85,13,2,14,12,27,163,ibakase01
99,Andre Iguodala,SF,36,MIA,21,0,410,30,65,.462,14,39,.359,16,26,.615,.569,5,7,.714,11,43,54,31,17,13,14,44,79,iguodan01
100,Ersan İlyasova,PF,32,MIL,3,0,23,3,9,.333,1,5,.200,2,4,.500,.389,2,2,1.000,0,4,4,0,2,0,1,3,9,ilyaser01
101,Joe Ingles,PF,32,UTA,7,7,234,22,54,.407,14,40,.350,8,14,.571,.537,6,6,1.000,1,23,24,33,4,1,4,15,64,inglejo01
102,Wes Iwundu,SF,25,ORL,5,0,76,6,20,.300,4,7,.571,2,13,.154,.400,5,8,.625,1,10,11,4,3,2,3,5,21,iwundwe01
103,Justin Jackson,PF,24,DAL,3,0,16,1,6,.167,0,3,.000,1,3,.333,.167,2,4,.500,0,3,3,0,0,0,0,1,4,jacksju01
104,Reggie Jackson,SG,29,LAC,12,1,170,21,48,.438,17,32,.531,4,16,.250,.615,0,0,,2,19,21,11,2,1,5,18,59,jacksre01
105,LeBron James,PG,35,LAL,21,21,762,214,382,.560,44,119,.370,170,263,.646,.618,108,150,.720,28,198,226,184,26,18,84,40,580,jamesle01
106,Alize Johnson,PF,23,IND,1,0,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,johnsal02
107,B.J. Johnson,SF,24,ORL,1,0,4,1,2,.500,1,1,1.000,0,1,.000,.750,0,0,,0,2,2,0,0,0,0,0,3,johnsbj01
108,Stanley Johnson,PF,23,TOR,3,0,20,5,11,.455,2,5,.400,3,6,.500,.545,1,1,1.000,1,3,4,6,0,0,1,3,13,johnsst04
109,Tyler Johnson,SG,27,BRK,4,2,93,21,46,.457,11,28,.393,10,18,.556,.576,2,2,1.000,0,7,7,9,0,1,3,11,55,johnsty01
110,Nikola Jokić,C,24,DEN,19,19,694,178,343,.519,42,98,.429,136,245,.555,.580,66,79,.835,37,150,187,109,20,15,62,68,464,jokicni01
111,Derrick Jones Jr.,SF,22,MIA,15,0,97,8,17,.471,4,9,.444,4,8,.500,.588,2,5,.400,6,6,12,7,6,5,2,12,22,jonesde02
112,Michael Kidd-Gilchrist,PF,26,DAL,6,0,55,4,14,.286,2,9,.222,2,5,.400,.357,4,6,.667,2,4,6,3,1,1,1,8,14,kiddgmi01
113,Maxi Kleber,PF,28,DAL,6,6,203,13,39,.333,5,26,.192,8,13,.615,.397,9,12,.750,10,29,39,9,2,7,4,20,40,klebima01
114,Furkan Korkmaz,SG,22,PHI,4,0,40,0,7,.000,0,6,.000,0,1,.000,.000,3,5,.600,0,6,6,2,1,0,2,3,3,korkmfu01
115,Kyle Korver,SF,38,MIL,10,0,119,20,47,.426,15,37,.405,5,10,.500,.585,7,7,1.000,1,7,8,1,3,1,5,9,62,korveky01
116,Rodions Kurucs,PF,21,BRK,4,1,58,11,20,.550,0,8,.000,11,12,.917,.550,0,2,.000,3,10,13,3,1,2,3,9,22,kurucro01
117,Kyle Kuzma,PF,24,LAL,21,0,484,77,179,.430,26,83,.313,51,96,.531,.503,29,37,.784,18,47,65,17,6,7,21,50,209,kuzmaky01
118,Romeo Langford,SG,20,BOS,7,0,46,4,10,.400,1,2,.500,3,8,.375,.450,1,2,.500,0,3,3,2,1,0,2,4,10,langfro01
119,Vic Law,PF,24,ORL,1,0,4,1,1,1.000,1,1,1.000,0,0,,1.500,0,0,,0,2,2,1,0,0,0,0,3,lawvi01
120,Kawhi Leonard,SF,28,LAC,13,13,511,131,268,.489,24,73,.329,107,195,.549,.534,81,94,.862,24,97,121,72,30,11,33,29,367,leonaka01
121,Meyers Leonard,C,27,MIA,3,2,31,5,8,.625,2,4,.500,3,4,.750,.750,2,2,1.000,0,1,1,3,1,0,0,4,14,leoname01
122,Caris LeVert,SG,25,BRK,4,4,140,27,73,.370,9,21,.429,18,52,.346,.432,18,25,.720,8,16,24,38,5,1,13,7,81,leverca01
123,Damian Lillard,PG,29,POR,4,4,143,26,64,.406,13,33,.394,13,31,.419,.508,32,33,.970,1,13,14,17,2,1,14,4,97,lillada01
124,Brook Lopez,C,31,MIL,10,10,328,61,114,.535,21,53,.396,40,61,.656,.627,15,20,.750,19,36,55,5,10,13,12,27,158,lopezbr01
125,Robin Lopez,C,31,MIL,3,0,21,3,4,.750,0,0,,3,4,.750,.750,0,0,,0,4,4,0,0,0,0,2,6,lopezro01
126,Kyle Lowry,PG,33,TOR,11,11,413,62,148,.419,23,72,.319,39,76,.513,.497,48,60,.800,8,64,72,64,19,8,28,40,195,lowryky01
127,Timothé Luwawu-Cabarrot,SF,24,BRK,4,3,131,20,59,.339,13,39,.333,7,20,.350,.449,11,12,.917,1,14,15,6,3,0,8,14,64,luwawti01
128,Terance Mann,SF,23,LAC,13,0,27,2,5,.400,0,2,.000,2,3,.667,.400,0,0,,0,7,7,1,1,0,2,4,4,mannte01
129,Boban Marjanović,C,31,DAL,6,0,82,17,30,.567,0,1,.000,17,29,.586,.567,7,9,.778,6,29,35,5,0,2,3,9,41,marjabo01
130,Jeremiah Martin,PG,23,BRK,3,0,27,4,14,.286,3,5,.600,1,9,.111,.393,1,1,1.000,0,3,3,4,0,1,2,2,12,martije02
131,Frank Mason III,PG,25,MIL,2,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,0,0,0,masonfr01
132,Wesley Matthews,SG,33,MIL,10,10,246,24,57,.421,17,43,.395,7,14,.500,.570,7,10,.700,6,12,18,9,9,4,7,20,72,matthwe02
133,CJ McCollum,SG,28,POR,5,5,196,44,99,.444,13,35,.371,31,64,.484,.510,15,22,.682,5,24,29,16,6,2,15,10,116,mccolcj01
134,T.J. McConnell,PG,27,IND,3,0,28,3,8,.375,0,0,,3,8,.375,.375,1,2,.500,0,6,6,7,0,0,2,4,7,mccontj01
135,Doug McDermott,PF,28,IND,4,0,54,4,15,.267,2,10,.200,2,5,.400,.333,0,0,,0,3,3,1,1,0,1,3,10,mcderdo01
136,JaVale McGee,C,32,LAL,14,11,135,20,32,.625,0,2,.000,20,30,.667,.625,1,2,.500,16,28,44,7,2,10,9,22,41,mcgeeja01
137,Rodney McGruder,SG,28,LAC,5,0,16,3,5,.600,2,3,.667,1,2,.500,.800,0,0,,1,3,4,2,0,0,0,0,8,mcgruro01
138,Ben McLemore,SF,26,HOU,11,0,130,15,40,.375,14,36,.389,1,4,.250,.550,0,0,,2,9,11,6,4,0,3,8,44,mclembe01
139,Khris Middleton,SF,28,MIL,10,10,355,71,180,.394,23,65,.354,48,115,.417,.458,38,46,.826,5,64,69,60,11,2,34,41,203,middlkh01
140,Malcolm Miller,SF,26,TOR,1,0,5,1,3,.333,1,1,1.000,0,2,.000,.500,0,0,,0,0,0,0,0,0,0,2,3,millema01
141,Paul Millsap,PF,34,DEN,19,19,459,47,118,.398,15,44,.341,32,74,.432,.462,43,54,.796,26,63,89,23,12,9,25,49,152,millspa01
142,Shake Milton,SG,23,PHI,4,4,126,21,44,.477,10,25,.400,11,19,.579,.591,6,7,.857,1,12,13,11,2,0,6,13,58,miltosh01
143,Donovan Mitchell,SG,23,UTA,7,7,264,83,157,.529,33,64,.516,50,93,.538,.634,55,58,.948,6,29,35,34,7,2,29,11,254,mitchdo01
144,Juwan Morgan,PF,22,UTA,7,2,86,3,12,.250,2,10,.200,1,2,.500,.333,2,6,.333,6,15,21,5,2,0,1,11,10,morgaju01
145,Marcus Morris,PF,30,LAC,13,13,388,56,111,.505,28,59,.475,28,52,.538,.631,13,14,.929,11,52,63,21,11,1,9,39,153,morrima03
146,Markieff Morris,PF,30,LAL,21,2,385,44,98,.449,29,69,.420,15,29,.517,.597,7,9,.778,12,52,64,20,6,3,17,54,124,morrima02
147,Monte Morris,PG,24,DEN,19,4,406,66,133,.496,12,40,.300,54,93,.581,.541,28,34,.824,4,25,29,52,12,2,10,20,172,morrimo01
148,Emmanuel Mudiay,PG,23,UTA,3,0,34,5,14,.357,2,3,.667,3,11,.273,.429,1,2,.500,1,5,6,2,0,1,1,0,13,mudiaem01
149,Jamal Murray,PG,22,DEN,19,19,753,186,368,.505,62,137,.453,124,231,.537,.590,70,78,.897,20,72,92,126,18,6,53,42,504,murraja01
150,Džanan Musa,SF,20,BRK,3,0,39,2,11,.182,0,6,.000,2,5,.400,.182,10,14,.714,1,2,3,4,0,1,3,2,14,musadz01
151,Mike Muscala,C,28,OKC,2,0,20,1,2,.500,1,1,1.000,0,1,.000,.750,0,0,,0,4,4,1,0,0,0,2,3,muscami01
152,Abdel Nader,SF,26,OKC,3,0,25,1,7,.143,1,5,.200,0,2,.000,.214,1,2,.500,1,2,3,0,1,2,0,1,4,naderab01
153,Raul Neto,PG,27,PHI,2,0,26,3,9,.333,2,5,.400,1,4,.250,.444,0,0,,0,3,3,3,1,0,1,0,8,netora01
154,Georges Niang,PF,26,UTA,7,0,114,22,44,.500,12,29,.414,10,15,.667,.636,2,2,1.000,4,11,15,4,0,1,2,9,58,niangge01
155,Joakim Noah,C,34,LAC,2,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,noahjo01
156,Nerlens Noel,C,25,OKC,7,0,97,8,17,.471,0,1,.000,8,16,.500,.471,5,10,.500,5,24,29,3,2,5,2,15,21,noelne01
157,Kendrick Nunn,PG,24,MIA,15,0,239,36,92,.391,12,43,.279,24,49,.490,.457,8,8,1.000,3,29,32,20,3,3,12,21,92,nunnke01
158,Jusuf Nurkić,C,25,POR,5,5,161,25,57,.439,3,11,.273,22,46,.478,.465,18,23,.783,14,38,52,18,7,1,13,21,71,nurkiju01
159,Royce O'Neale,SF,26,UTA,7,7,249,13,32,.406,10,22,.455,3,10,.300,.563,3,6,.500,3,35,38,19,9,2,13,25,39,onealro01
160,Kyle O'Quinn,C,29,PHI,1,0,6,0,0,,0,0,,0,0,,,0,0,,0,1,1,1,0,0,2,3,0,oquinky01
161,Semi Ojeleye,PF,25,BOS,13,0,122,7,28,.250,5,23,.217,2,5,.400,.339,2,2,1.000,2,10,12,1,3,0,1,9,21,ojelese01
162,Victor Oladipo,SG,27,IND,4,4,123,22,56,.393,12,33,.364,10,23,.435,.500,15,16,.938,0,13,13,10,9,0,14,14,71,oladivi01
163,Kelly Olynyk,C,28,MIA,17,0,258,45,95,.474,17,49,.347,28,46,.609,.563,23,28,.821,13,66,79,19,4,8,13,35,130,olynyke01
164,Miye Oni,SF,22,UTA,2,0,14,3,6,.500,1,4,.250,2,2,1.000,.583,0,0,,2,2,4,0,1,1,1,2,7,onimi01
165,Patrick Patterson,PF,30,LAC,2,0,10,3,3,1.000,3,3,1.000,0,0,,1.500,0,0,,0,1,1,4,0,0,0,1,9,pattepa01
166,Chris Paul,PG,34,OKC,7,7,261,55,112,.491,16,43,.372,39,69,.565,.563,23,26,.885,3,49,52,37,11,3,23,18,149,paulch01
167,Norvel Pelle,C,26,PHI,1,0,7,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,1,1,0,0,0,pelleno01
168,Mason Plumlee,C,29,DEN,19,0,206,19,39,.487,0,1,.000,19,38,.500,.487,8,12,.667,31,30,61,25,4,8,11,40,46,plumlma01
169,Vincent Poirier,C,26,BOS,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,1,0,0,0,0,poirivi01
170,Michael Porter Jr.,SF,21,DEN,19,3,451,78,164,.476,34,89,.382,44,75,.587,.579,26,35,.743,21,106,127,16,13,6,25,43,216,portemi01
171,Kristaps Porziņģis,C,24,DAL,3,3,94,21,40,.525,9,17,.529,12,23,.522,.638,20,23,.870,3,23,26,2,0,3,3,9,71,porzikr01
172,Norman Powell,SG,26,TOR,11,0,273,51,104,.490,22,52,.423,29,52,.558,.596,23,29,.793,4,22,26,11,6,3,11,29,147,powelno01
173,Josh Reaves,SF,22,DAL,2,0,9,1,3,.333,0,1,.000,1,2,.500,.333,2,2,1.000,0,2,2,1,0,1,1,1,4,reavejo02
