Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
174,Josh Richardson,SG,26,PHI,4,4,144,20,56,.357,10,28,.357,10,28,.357,.446,17,18,.944,4,11,15,13,2,2,8,12,67,richajo01
175,Austin Rivers,SG,27,HOU,12,0,211,19,61,.311,9,35,.257,10,26,.385,.385,10,13,.769,2,28,30,16,7,1,8,22,57,riverau01
176,Andre Roberson,SF,28,OKC,1,0,3,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,0,0,0,0,0,0,1,0,roberan03
177,Duncan Robinson,SG,25,MIA,21,21,600,75,176,.426,62,156,.397,13,20,.650,.602,33,38,.868,5,53,58,38,14,6,16,65,245,robindu01
178,Rajon Rondo,PG,33,LAL,16,0,395,55,121,.455,20,50,.400,35,71,.493,.537,13,19,.684,13,56,69,105,22,2,34,36,143,rondora01
179,Terrence Ross,SG,28,ORL,5,0,135,30,64,.469,10,30,.333,20,34,.588,.547,12,14,.857,1,21,22,5,4,1,8,14,82,rosste01
180,JaKarr Sampson,PF,26,IND,4,0,50,10,16,.625,0,0,,10,16,.625,.625,0,0,,1,12,13,4,2,0,2,10,20,sampsja02
181,Dennis Schröder,PG,26,OKC,7,0,227,44,109,.404,13,45,.289,31,64,.484,.463,20,25,.800,2,24,26,25,4,1,17,15,121,schrode01
182,Mike Scott,PF,31,PHI,4,0,20,1,5,.200,0,2,.000,1,3,.333,.200,4,4,1.000,2,6,8,1,0,0,0,2,6,scottmi01
183,Landry Shamet,SG,22,LAC,13,4,243,24,59,.407,15,42,.357,9,17,.529,.534,5,7,.714,0,22,22,17,6,3,13,18,68,shamela01
184,Pascal Siakam,PF,25,TOR,11,11,418,72,182,.396,10,53,.189,62,129,.481,.423,33,46,.717,14,69,83,42,12,4,22,33,187,siakapa01
185,Anfernee Simons,SG,20,POR,4,0,82,8,26,.308,6,14,.429,2,12,.167,.423,5,6,.833,1,10,11,10,6,0,4,7,27,simonan01
186,Marcus Smart,SG,25,BOS,17,16,648,78,198,.394,41,123,.333,37,75,.493,.497,49,56,.875,10,79,89,78,21,8,45,55,246,smartma01
187,J.R. Smith,SG,34,LAL,10,0,75,7,26,.269,6,22,.273,1,4,.250,.385,0,0,,0,3,3,3,2,0,7,11,20,smithjr01
188,Edmond Sumner,SG,24,IND,3,0,41,2,7,.286,0,3,.000,2,4,.500,.286,2,2,1.000,1,5,6,0,0,0,2,5,6,sumneed01
189,Jayson Tatum,PF,21,BOS,17,17,690,145,334,.434,47,126,.373,98,208,.471,.504,100,123,.813,22,148,170,85,17,20,48,41,437,tatumja01
190,Garrett Temple,SG,33,BRK,4,4,137,17,49,.347,9,36,.250,8,13,.615,.439,5,6,.833,0,11,11,8,3,1,6,12,48,templga01
191,Daniel Theis,C,27,BOS,17,17,482,61,117,.521,4,26,.154,57,91,.626,.538,26,33,.788,32,89,121,25,6,21,15,66,152,theisda01
192,Lance Thomas,PF,31,BRK,3,0,17,1,5,.200,0,2,.000,1,3,.333,.200,2,4,.500,1,2,3,0,0,1,0,2,4,thomala01
193,Matt Thomas,SG,25,TOR,10,0,84,13,21,.619,5,12,.417,8,9,.889,.738,0,0,,1,13,14,7,1,1,1,6,31,thomama02
194,Matisse Thybulle,SG,22,PHI,4,1,75,3,7,.429,1,4,.250,2,3,.667,.500,0,0,,1,6,7,2,3,1,2,6,7,thybuma01
195,Gary Trent Jr.,SF,21,POR,5,1,153,16,45,.356,10,24,.417,6,21,.286,.467,6,7,.857,5,5,10,3,4,0,5,16,48,trentga02
196,P.J. Tucker,PF,34,HOU,12,12,414,35,88,.398,25,67,.373,10,21,.476,.540,0,0,,23,63,86,18,13,3,12,47,95,tuckepj01
197,Rayjon Tucker,SG,22,UTA,2,0,11,2,5,.400,1,3,.333,1,2,.500,.500,0,0,,0,0,0,0,0,0,1,1,5,tuckera01
198,Myles Turner,C,23,IND,4,4,146,25,44,.568,6,14,.429,19,30,.633,.636,7,16,.438,11,32,43,3,2,16,9,13,63,turnemy01
199,Fred VanVleet,SG,25,TOR,11,11,430,76,190,.400,43,110,.391,33,80,.413,.513,21,25,.840,5,43,48,76,18,7,22,27,216,vanvlfr01
200,Gabe Vincent,PG,23,MIA,1,0,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,vincega01
201,Noah Vonleh,C,24,DEN,1,0,3,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0,vonleno01
202,Nikola Vučević,C,29,ORL,5,5,185,56,111,.505,18,44,.409,38,67,.567,.586,10,11,.909,9,46,55,20,4,3,13,13,140,vucevni01
203,Dion Waiters,SG,28,LAL,5,0,38,4,12,.333,0,4,.000,4,8,.500,.333,2,2,1.000,0,2,2,2,1,1,1,2,10,waitedi01
204,Kemba Walker,PG,29,BOS,17,17,628,113,256,.441,39,126,.310,74,130,.569,.518,69,81,.852,6,63,69,86,15,7,32,43,334,walkeke02
205,Brad Wanamaker,PG,30,BOS,17,0,273,29,60,.483,12,27,.444,17,33,.515,.583,14,16,.875,2,32,34,30,12,4,18,32,84,wanambr01
206,T.J. Warren,SF,26,IND,4,4,156,32,68,.471,7,19,.368,25,49,.510,.522,9,9,1.000,5,20,25,12,9,1,11,16,80,warretj01
207,Tremont Waters,PG,22,BOS,1,0,2,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,1,1,1,0,0,0,0,0,watertr01
208,Paul Watson,SF,25,TOR,2,0,9,1,2,.500,0,0,,1,2,.500,.500,0,0,,0,0,0,1,1,0,0,0,2,watsopa01
209,Russell Westbrook,PG,31,HOU,8,8,262,59,140,.421,8,33,.242,51,107,.477,.450,17,32,.531,11,45,56,37,12,2,30,23,143,westbru01
210,Hassan Whiteside,C,30,POR,5,3,106,13,24,.542,1,1,1.000,12,23,.522,.563,7,14,.500,7,28,35,2,1,10,6,17,34,whiteha01
211,Grant Williams,PF,21,BOS,17,0,170,15,26,.577,10,17,.588,5,9,.556,.769,7,10,.700,7,19,26,6,2,5,4,33,47,willigr01
212,Lou Williams,PG,33,LAC,13,0,341,62,146,.425,12,51,.235,50,95,.526,.466,30,37,.811,7,34,41,55,10,2,21,18,166,willilo02
213,Marvin Williams,PF,33,MIL,10,0,179,21,47,.447,10,23,.435,11,24,.458,.553,3,3,1.000,13,35,48,9,5,3,3,14,55,willima02
214,Robert Williams,C,22,BOS,13,0,149,23,31,.742,0,1,.000,23,30,.767,.742,2,6,.333,22,29,51,10,3,6,7,18,48,williro04
215,Nigel Williams-Goss,PG,25,UTA,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,0,0,0,willini01
216,Delon Wright,PG,27,DAL,4,0,53,6,10,.600,1,2,.500,5,8,.625,.650,3,5,.600,1,2,3,7,5,0,5,2,16,wrighde01
217,Ivica Zubac,C,22,LAC,13,13,320,44,78,.564,0,0,,44,78,.564,.564,30,37,.811,31,62,93,8,2,10,12,34,118,zubaciv01
