Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
174,Nerlens Noel,C,26,NYK,5,2,92,5,10,.500,0,0,,5,10,.500,.500,13,16,.813,10,10,20,1,4,3,4,15,23,noelne01
175,Frank Ntilikina,PG,22,NYK,3,0,4,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,0,0,0,0,0,0,0,0,ntilila01
176,Kendrick Nunn,PG,25,MIA,4,2,93,17,43,.395,5,18,.278,12,25,.480,.453,2,2,1.000,0,6,6,6,2,0,3,4,41,nunnke01
177,Jusuf Nurkić,C,26,POR,6,6,173,30,55,.545,1,5,.200,29,50,.580,.555,18,25,.720,18,44,62,16,3,7,14,30,79,nurkiju01
178,Jordan Nwora,SF,22,MIL,5,0,31,4,18,.222,2,8,.250,2,10,.200,.278,5,7,.714,5,4,9,1,0,1,1,1,15,nworajo01
179,Royce O'Neale,SF,27,UTA,11,11,404,43,85,.506,28,60,.467,15,25,.600,.671,10,12,.833,16,64,80,23,12,3,8,41,124,onealro01
180,Semi Ojeleye,PF,26,BOS,2,0,12,0,4,.000,0,3,.000,0,1,.000,.000,1,2,.500,0,0,0,0,1,1,0,0,1,ojelese01
181,Onyeka Okongwu,C,20,ATL,18,0,166,17,31,.548,0,1,.000,17,30,.567,.548,14,21,.667,21,27,48,2,5,13,4,28,48,okongon01
182,KZ Okpala,PF,21,MIA,2,0,6,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,0,0,0,0,0,0,0,0,okpalkz01
183,Miye Oni,SG,23,UTA,8,0,41,0,5,.000,0,5,.000,0,0,,.000,0,0,,3,0,3,0,1,0,0,8,0,onimi01
184,Daniel Oturu,C,21,LAC,8,0,15,2,5,.400,0,1,.000,2,4,.500,.400,1,2,.500,2,2,4,0,0,1,0,2,5,oturuda01
185,Jabari Parker,PF,25,BOS,4,0,59,13,21,.619,2,5,.400,11,16,.688,.667,6,8,.750,2,13,15,2,0,3,6,7,34,parkeja01
186,Chris Paul,PG,35,PHO,20,20,683,149,300,.497,29,65,.446,120,235,.511,.545,57,65,.877,9,61,70,171,23,3,43,48,384,paulch01
187,Cameron Payne,PG,26,PHO,22,2,418,82,193,.425,25,69,.362,57,124,.460,.490,16,18,.889,6,49,55,70,17,11,24,39,205,payneca01
188,Elfrid Payton,PG,26,NYK,2,2,13,0,5,.000,0,0,,0,5,.000,.000,1,2,.500,0,0,0,1,1,0,0,1,1,paytoel01
189,Reggie Perry,PF,20,BRK,5,0,22,7,13,.538,2,5,.400,5,8,.625,.615,0,0,,4,2,6,1,1,0,3,4,16,perryre01
190,Michael Porter Jr.,SF,22,DEN,10,10,332,64,135,.474,29,73,.397,35,62,.565,.581,17,21,.810,12,50,62,13,11,3,16,31,174,portemi01
191,Bobby Portis,C,25,MIL,20,2,366,70,151,.464,18,52,.346,52,99,.525,.523,18,25,.720,33,67,100,12,14,7,9,31,176,portibo01
192,Kristaps Porziņģis,C,25,DAL,7,7,233,34,72,.472,8,27,.296,26,45,.578,.528,16,19,.842,7,31,38,9,9,5,3,19,92,porzikr01
193,Dwight Powell,C,29,DAL,7,0,52,7,8,.875,0,0,,7,8,.875,.875,5,6,.833,5,8,13,6,2,0,1,8,19,poweldw01
194,Norman Powell,SF,27,POR,6,6,216,38,76,.500,10,26,.385,28,50,.560,.566,16,18,.889,3,10,13,12,5,6,7,17,102,powelno01
195,Payton Pritchard,SG,23,BOS,5,0,67,6,17,.353,3,10,.300,3,7,.429,.441,2,2,1.000,2,7,9,12,2,0,3,4,17,pritcpa01
196,Immanuel Quickley,PG,21,NYK,5,0,77,10,33,.303,4,11,.364,6,22,.273,.364,5,7,.714,0,7,7,5,3,0,6,8,29,quickim01
197,Julius Randle,PF,26,NYK,5,5,180,28,94,.298,11,33,.333,17,61,.279,.356,23,27,.852,11,47,58,20,3,0,23,18,90,randlju01
198,Cam Reddish,SF,21,ATL,4,0,92,19,36,.528,9,14,.643,10,22,.455,.653,4,5,.800,1,13,14,7,6,2,5,11,51,reddica01
199,Paul Reed,PF,21,PHI,3,0,11,2,4,.500,0,0,,2,4,.500,.500,0,0,,3,5,8,0,0,1,0,1,4,reedpa01
200,Josh Richardson,SG,27,DAL,7,0,94,11,28,.393,3,10,.300,8,18,.444,.446,9,9,1.000,3,8,11,5,2,0,6,8,34,richajo01
201,Austin Rivers,SG,28,DEN,10,9,305,30,69,.435,19,46,.413,11,23,.478,.572,13,16,.813,1,16,17,21,2,3,9,32,92,riverau01
202,Duncan Robinson,SF,26,MIA,4,4,100,11,29,.379,10,27,.370,1,2,.500,.552,9,10,.900,0,11,11,3,3,0,4,13,41,robindu01
203,Rajon Rondo,PG,34,LAC,13,0,220,18,53,.340,11,28,.393,7,25,.280,.443,8,12,.667,4,30,34,50,5,3,14,18,55,rondora01
204,Derrick Rose,PG,32,NYK,5,3,175,40,84,.476,8,17,.471,32,67,.478,.524,9,9,1.000,4,16,20,25,2,1,8,5,97,rosede01
205,Dario Šarić,C,26,PHO,14,0,147,21,45,.467,8,18,.444,13,27,.481,.556,13,14,.929,9,26,35,14,2,1,6,21,63,saricda01
206,Dennis Schröder,SG,27,LAL,6,6,196,28,70,.400,8,26,.308,20,44,.455,.457,22,26,.846,1,17,18,17,6,1,10,13,86,schrode01
207,Mike Scott,PF,32,PHI,5,0,34,2,9,.222,2,7,.286,0,2,.000,.333,0,0,,1,2,3,3,1,1,0,3,6,scottmi01
208,Jay Scrubb,SG,20,LAC,6,0,8,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0,0,scrubja01
209,Landry Shamet,SG,23,BRK,12,0,206,18,41,.439,10,26,.385,8,15,.533,.561,4,5,.800,3,18,21,7,5,1,6,19,50,shamela01
210,Ben Simmons,PG,24,PHI,12,12,402,59,95,.621,0,1,.000,59,94,.628,.621,25,73,.342,25,70,95,106,15,10,27,39,143,simmobe01
211,Anfernee Simons,SG,21,POR,6,0,107,14,25,.560,11,18,.611,3,7,.429,.780,0,0,,3,13,16,5,2,1,1,6,39,simonan01
212,Marcus Smart,PG,26,BOS,5,5,183,29,66,.439,16,43,.372,13,23,.565,.561,15,21,.714,4,18,22,30,5,1,14,14,89,smartma01
213,Ish Smith,PG,32,WAS,5,0,111,16,43,.372,2,7,.286,14,36,.389,.395,0,0,,1,15,16,14,7,2,5,11,34,smithis01
214,Jalen Smith,PF,20,PHO,6,0,18,2,4,.500,1,1,1.000,1,3,.333,.625,0,0,,2,3,5,1,0,0,1,2,5,smithja04
215,Tony Snell,SG,29,ATL,9,0,66,2,16,.125,1,11,.091,1,5,.200,.156,0,0,,0,5,5,2,2,1,4,5,5,snellto01
216,Max Strus,SF,24,MIA,2,0,6,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0,strusma01
217,Jayson Tatum,SF,22,BOS,5,5,185,47,111,.423,14,36,.389,33,75,.440,.486,45,49,.918,3,26,29,23,6,8,13,15,153,tatumja01
218,Jeff Teague,PG,32,MIL,16,0,119,9,31,.290,5,11,.455,4,20,.200,.371,9,11,.818,2,6,8,13,3,0,6,9,32,teaguje01
219,Matt Thomas,SG,26,UTA,3,0,7,0,2,.000,0,0,,0,2,.000,.000,0,0,,0,1,1,0,0,0,0,1,0,thomama02
220,Tristan Thompson,PF,29,BOS,5,5,132,20,34,.588,0,0,,20,34,.588,.588,12,17,.706,29,20,49,5,4,6,5,12,52,thomptr01
221,Matisse Thybulle,SG,23,PHI,12,1,220,25,52,.481,11,34,.324,14,18,.778,.587,2,5,.400,4,13,17,3,16,11,2,29,63,thybuma01
222,Xavier Tillman Sr.,PF,22,MEM,3,0,18,1,5,.200,0,1,.000,1,4,.250,.200,0,0,,1,2,3,1,1,0,1,2,2,tillmxa01
223,Anthony Tolliver,PF,35,PHI,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0,tollian01
224,Obi Toppin,PF,22,NYK,5,0,65,12,23,.522,3,9,.333,9,14,.643,.587,5,6,.833,4,9,13,2,0,1,3,6,32,toppiob01
225,Axel Toupane,SF,28,MIL,4,0,10,2,4,.500,1,2,.500,1,2,.500,.625,0,0,,2,2,4,0,0,0,0,0,5,toupaax01
226,P.J. Tucker,PF,35,MIL,23,19,681,38,98,.388,19,59,.322,19,39,.487,.485,3,4,.750,48,63,111,25,22,3,10,77,98,tuckepj01
227,Rayjon Tucker,PG,23,PHI,1,0,2,0,0,,0,0,,0,0,,,1,2,.500,0,0,0,0,0,0,0,1,1,tuckera01
228,Jonas Valančiūnas,C,28,MEM,5,5,166,33,58,.569,2,8,.250,31,50,.620,.586,7,8,.875,20,29,49,13,3,3,10,18,75,valanjo01
229,Gabe Vincent,PG,24,MIA,3,0,14,2,3,.667,1,2,.500,1,1,1.000,.833,0,0,,0,1,1,2,0,0,1,0,5,vincega01
230,Kemba Walker,PG,30,BOS,3,3,91,13,41,.317,3,17,.176,10,24,.417,.354,9,10,.900,0,12,12,12,1,0,8,10,38,walkeke02
231,Tremont Waters,PG,23,BOS,3,0,6,1,4,.250,0,2,.000,1,2,.500,.250,2,3,.667,0,0,0,2,1,0,2,0,4,watertr01
232,Russell Westbrook,PG,32,WAS,5,5,186,28,84,.333,5,20,.250,23,64,.359,.363,34,43,.791,14,38,52,59,2,1,21,17,95,westbru01
233,Grant Williams,PF,22,BOS,5,0,57,6,12,.500,2,4,.500,4,8,.500,.583,3,3,1.000,3,7,10,4,1,4,1,7,17,willigr01
234,Lou Williams,PG,34,ATL,18,2,277,50,110,.455,13,30,.433,37,80,.463,.514,26,27,.963,2,24,26,39,12,1,22,16,139,willilo02
235,Robert Williams,C,23,BOS,3,0,46,9,14,.643,0,0,,9,14,.643,.643,1,2,.500,8,7,15,2,1,9,1,7,19,williro04
236,Justise Winslow,SF,24,MEM,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,1,1,1,0,0,0,0,0,winslju01
237,Cassius Winston,PG,22,WAS,1,0,5,1,3,.333,0,1,.000,1,2,.500,.333,0,0,,1,1,2,1,0,0,2,1,2,winstca01
238,Trae Young,PG,22,ATL,16,16,603,150,359,.418,45,144,.313,105,215,.488,.481,116,134,.866,7,38,45,152,20,0,64,35,461,youngtr01
239,Ivica Zubac,C,23,LAC,17,7,301,34,57,.596,0,0,,34,57,.596,.596,39,49,.796,43,56,99,7,2,12,16,33,107,zubaciv01
