Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
57,Terrance Ferguson,SG,20,OKC,5,5,128,9,25,.360,7,18,.389,2,7,.286,.500,0,0,,2,10,12,6,2,0,5,19,25,fergute01
58,Bryn Forbes,SG,25,SAS,7,7,212,27,56,.482,15,31,.484,12,25,.480,.616,6,9,.667,1,24,25,7,1,1,3,14,75,forbebr01
59,Evan Fournier,SG,26,ORL,5,5,175,24,69,.348,8,34,.235,16,35,.457,.406,6,8,.750,3,13,16,10,7,0,12,14,62,fournev01
60,Melvin Frazier,SG,22,ORL,3,0,15,2,5,.400,0,0,,2,5,.400,.400,1,2,.500,1,3,4,0,1,0,0,0,5,frazime01
61,Tim Frazier,PG,28,MIL,11,0,40,8,13,.615,3,6,.500,5,7,.714,.731,2,2,1.000,0,9,9,10,1,0,3,5,21,fraziti01
62,Enes Freedom,C,26,POR,16,14,461,75,146,.514,1,4,.250,74,142,.521,.517,31,41,.756,53,102,155,19,11,9,26,36,182,kanteen01
63,Danilo Gallinari,SF,30,LAC,6,6,201,39,111,.351,13,43,.302,26,68,.382,.410,28,33,.848,9,28,37,16,8,1,11,14,119,gallida01
64,Langston Galloway,SG,27,DET,4,0,110,11,34,.324,9,25,.360,2,9,.222,.456,0,0,,2,13,15,4,2,4,2,10,31,gallola01
65,Marc Gasol,C,34,TOR,24,24,735,76,180,.422,34,89,.382,42,91,.462,.517,40,46,.870,16,137,153,73,21,26,21,84,226,gasolma01
66,Rudy Gay,PF,32,SAS,7,0,179,28,70,.400,8,19,.421,20,51,.392,.457,14,17,.824,13,37,50,12,3,5,10,13,78,gayru01
67,Paul George,SF,28,OKC,5,5,204,44,101,.436,15,47,.319,29,54,.537,.510,40,49,.816,6,37,43,18,7,1,20,21,143,georgpa01
68,Shai Gilgeous-Alexander,PG,20,LAC,6,6,173,28,60,.467,9,18,.500,19,42,.452,.542,17,20,.850,4,12,16,19,6,5,5,17,82,gilgesh01
69,Rudy Gobert,C,26,UTA,5,5,152,19,32,.594,0,0,,19,32,.594,.594,18,23,.783,23,28,51,7,3,13,9,16,56,goberru01
70,Aaron Gordon,PF,23,ORL,5,5,164,29,62,.468,8,20,.400,21,42,.500,.532,10,19,.526,11,25,36,18,6,1,13,16,76,gordoaa01
71,Eric Gordon,SG,30,HOU,11,11,410,67,150,.447,38,95,.400,29,55,.527,.573,24,28,.857,5,22,27,14,7,11,27,22,196,gordoer01
72,Treveon Graham,SG,25,BRK,5,0,79,2,10,.200,0,7,.000,2,3,.667,.200,3,6,.500,3,8,11,3,2,1,3,10,7,grahatr01
73,Jerami Grant,PF,24,OKC,5,5,176,20,40,.500,9,20,.450,11,20,.550,.613,9,13,.692,6,22,28,4,3,10,4,13,58,grantje01
74,Jerian Grant,PG,26,ORL,3,0,14,2,10,.200,0,7,.000,2,3,.667,.200,1,1,1.000,0,4,4,3,0,0,1,1,5,grantje02
75,Danny Green,SG,31,TOR,24,24,684,53,155,.342,39,119,.328,14,36,.389,.468,21,23,.913,17,70,87,26,31,11,26,60,166,greenda02
76,Draymond Green,PF,28,GSW,22,22,851,114,229,.498,13,57,.228,101,172,.587,.526,51,71,.718,41,182,223,187,32,33,83,85,292,greendr01
77,Gerald Green,SG,33,HOU,11,0,97,12,40,.300,10,29,.345,2,11,.182,.425,5,5,1.000,0,12,12,1,3,3,3,12,39,greenge01
78,JaMychal Green,PF,28,LAC,6,3,141,23,43,.535,12,23,.522,11,20,.550,.674,8,10,.800,6,26,32,5,4,0,11,22,66,greenja01
79,Blake Griffin,PF,29,DET,2,2,58,18,39,.462,6,13,.462,12,26,.462,.538,7,7,1.000,4,8,12,12,2,0,6,9,49,griffbl01
80,James Harden,PG,29,HOU,11,11,424,109,264,.413,48,137,.350,61,127,.480,.504,82,98,.837,9,67,76,73,24,10,51,41,348,hardeja01
81,Maurice Harkless,SF,25,POR,16,16,388,52,109,.477,7,28,.250,45,81,.556,.509,23,36,.639,29,49,78,23,18,16,17,56,134,harklma01
82,Montrezl Harrell,C,25,LAC,6,0,158,46,63,.730,0,1,.000,46,62,.742,.730,18,26,.692,12,21,33,13,3,4,8,19,110,harremo01
83,Gary Harris,SG,24,DEN,14,14,517,73,158,.462,20,57,.351,53,101,.525,.525,33,38,.868,9,49,58,32,12,8,11,38,199,harriga01
84,Joe Harris,SG,27,BRK,5,5,149,16,43,.372,4,21,.190,12,22,.545,.419,8,8,1.000,6,15,21,3,3,0,9,12,44,harrijo01
85,Tobias Harris,PF,26,PHI,12,12,443,71,167,.425,22,63,.349,49,104,.471,.491,22,26,.846,12,97,109,48,13,6,19,30,186,harrito02
86,Isaiah Hartenstein,PF,20,HOU,2,0,2,2,2,1.000,0,0,,2,2,1.000,1.000,0,0,,1,0,1,0,0,0,0,1,4,harteis01
87,Gordon Hayward,PF,28,BOS,9,0,267,29,70,.414,9,24,.375,20,46,.435,.479,19,19,1.000,3,33,36,22,6,3,15,16,86,haywago01
88,Juancho Hernangómez,PF,23,DEN,5,0,15,1,3,.333,1,2,.500,0,1,.000,.500,0,0,,0,3,3,0,0,0,1,2,3,hernaju01
89,Nenê,C,36,HOU,7,0,53,10,10,1.000,0,0,,10,10,1.000,1.000,7,9,.778,9,5,14,3,3,2,3,7,27,hilarne01
90,George Hill,PG,32,MIL,15,0,395,63,118,.534,20,48,.417,43,70,.614,.619,27,33,.818,15,38,53,42,13,4,6,34,173,hillge01
91,Aaron Holiday,PG,22,IND,3,0,13,2,5,.400,1,2,.500,1,3,.333,.500,0,0,,0,0,0,0,0,0,1,3,5,holidaa01
92,Rondae Hollis-Jefferson,SF,24,BRK,4,0,62,16,33,.485,1,1,1.000,15,32,.469,.500,20,25,.800,3,9,12,6,1,5,3,7,53,holliro01
93,Rodney Hood,SG,26,POR,16,0,373,52,111,.468,18,51,.353,34,60,.567,.550,36,44,.818,9,27,36,14,6,3,7,28,158,hoodro01
94,Al Horford,C,32,BOS,9,9,310,46,110,.418,18,44,.409,28,66,.424,.500,15,18,.833,13,68,81,40,4,7,19,21,125,horfoal01
95,Danuel House Jr.,SF,25,HOU,7,0,141,11,37,.297,8,31,.258,3,6,.500,.405,4,8,.500,2,20,22,1,3,2,4,11,34,houseda01
96,Serge Ibaka,C,29,TOR,24,0,500,92,193,.477,9,38,.237,83,155,.535,.500,32,42,.762,35,108,143,22,11,23,25,79,225,ibakase01
97,Andre Iguodala,SF,35,GSW,21,15,629,82,166,.494,28,80,.350,54,86,.628,.578,14,37,.378,27,64,91,83,24,23,21,43,206,iguodan01
98,Ersan İlyasova,PF,31,MIL,15,0,272,35,81,.432,12,40,.300,23,41,.561,.506,20,25,.800,19,51,70,21,10,6,6,40,102,ilyaser01
99,Joe Ingles,PF,31,UTA,5,5,151,12,37,.324,8,29,.276,4,8,.500,.432,0,0,,3,21,24,25,11,0,8,14,32,inglejo01
100,Kyrie Irving,PG,26,BOS,9,9,330,69,179,.385,18,58,.310,51,121,.421,.436,36,40,.900,5,35,40,63,12,4,28,26,192,irvinky01
101,Jonathan Isaac,PF,21,ORL,5,5,137,11,40,.275,4,20,.200,7,20,.350,.325,7,8,.875,10,21,31,2,2,5,5,9,33,isaacjo01
102,Wes Iwundu,SF,24,ORL,5,0,60,6,18,.333,3,9,.333,3,9,.333,.417,9,9,1.000,0,7,7,4,3,0,2,4,24,iwundwe01
103,Reggie Jackson,PG,28,DET,4,4,108,28,65,.431,9,21,.429,19,44,.432,.500,6,7,.857,5,8,13,28,3,0,5,12,71,jacksre01
104,Jonas Jerebko,PF,31,GSW,16,0,121,12,42,.286,5,19,.263,7,23,.304,.345,5,6,.833,15,19,34,12,1,2,2,9,34,jerebjo01
105,Amir Johnson,C,31,PHI,4,0,20,4,4,1.000,0,0,,4,4,1.000,1.000,0,0,,3,2,5,2,1,0,1,3,8,johnsam01
106,Nikola Jokić,C,23,DEN,14,14,557,132,261,.506,22,56,.393,110,205,.537,.548,66,78,.846,54,128,182,118,16,13,36,54,352,jokicni01
107,Damian Jones,C,23,GSW,4,1,8,1,1,1.000,0,0,,1,1,1.000,1.000,1,2,.500,0,2,2,0,0,0,1,3,3,jonesda03
108,Cory Joseph,PG,27,IND,4,0,85,12,24,.500,4,9,.444,8,15,.533,.583,2,2,1.000,1,6,7,4,4,0,0,7,30,josepco01
109,Luke Kennard,SG,22,DET,4,2,133,23,47,.489,9,15,.600,14,32,.438,.585,5,6,.833,0,16,16,7,3,1,3,6,60,kennalu01
110,Furkan Korkmaz,SG,21,PHI,4,0,36,6,18,.333,3,8,.375,3,10,.300,.417,4,5,.800,0,6,6,5,0,1,1,5,19,korkmfu01
111,Kyle Korver,SG,37,UTA,4,0,30,3,8,.375,2,6,.333,1,2,.500,.500,2,3,.667,1,4,5,0,0,0,1,6,10,korveky01
112,Rodions Kurucs,SF,20,BRK,4,3,68,8,20,.400,2,8,.250,6,12,.500,.450,7,9,.778,6,14,20,3,2,0,2,10,25,kurucro01
113,Skal Labissière,PF,22,POR,3,0,11,1,4,.250,0,2,.000,1,2,.500,.250,0,1,.000,0,0,0,0,0,0,0,1,2,labissk01
114,Jake Layman,SF,24,POR,6,0,20,1,7,.143,0,5,.000,1,2,.500,.143,3,4,.750,1,3,4,0,0,0,0,3,5,laymaja01
115,T.J. Leaf,PF,21,IND,1,0,10,0,3,.000,0,1,.000,0,2,.000,.000,2,2,1.000,1,2,3,0,0,0,0,0,2,leaftj01
116,Kawhi Leonard,SF,27,TOR,24,24,939,243,496,.490,55,145,.379,188,351,.536,.545,191,216,.884,54,164,218,94,40,17,74,56,732,leonaka01
117,Meyers Leonard,C,26,POR,11,2,170,34,65,.523,14,33,.424,20,32,.625,.631,3,9,.333,6,34,40,12,2,1,4,27,85,leoname01
118,Jon Leuer,PF,29,DET,1,0,5,1,2,.500,0,0,,1,2,.500,.500,0,1,.000,0,0,0,0,0,0,0,1,2,leuerjo01
119,Caris LeVert,SF,24,BRK,5,2,144,36,73,.493,12,26,.462,24,47,.511,.575,21,29,.724,6,17,23,15,5,2,10,8,105,leverca01
120,Damian Lillard,PG,28,POR,16,16,650,138,330,.418,59,158,.373,79,172,.459,.508,95,114,.833,8,68,76,106,27,5,60,40,430,lillada01
121,Jeremy Lin,PG,30,TOR,8,0,27,2,9,.222,1,2,.500,1,7,.143,.278,4,4,1.000,0,3,3,4,1,0,5,2,9,linje01
122,Shaun Livingston,PG,33,GSW,22,2,322,34,75,.453,0,2,.000,34,73,.466,.453,21,25,.840,11,20,31,31,10,4,8,35,89,livinsh01
123,Kevon Looney,C,22,GSW,21,1,432,64,93,.688,0,0,,64,93,.688,.688,21,29,.724,41,53,94,20,12,11,13,50,149,looneke01
124,Brook Lopez,C,30,MIL,15,15,438,61,134,.455,22,75,.293,39,59,.661,.537,24,29,.828,12,70,82,21,6,28,10,46,168,lopezbr01
125,Kyle Lowry,PG,32,TOR,24,24,901,122,278,.439,52,145,.359,70,133,.526,.532,65,81,.802,21,96,117,159,31,7,53,96,361,lowryky01
126,Trey Lyles,PF,23,DEN,3,0,8,0,3,.000,0,1,.000,0,2,.000,.000,0,0,,1,0,1,2,0,0,0,1,0,lylestr01
127,Thon Maker,PF,21,DET,4,2,69,7,26,.269,0,12,.000,7,14,.500,.269,8,9,.889,4,5,9,4,0,4,3,14,22,makerth01
128,Boban Marjanović,C,30,PHI,11,0,105,24,40,.600,0,3,.000,24,37,.649,.600,16,19,.842,13,23,36,11,2,3,14,18,64,marjabo01
129,Jarell Martin,PF,24,ORL,3,0,18,4,9,.444,2,7,.286,2,2,1.000,.556,0,2,.000,1,1,2,1,0,1,0,1,10,martija01
130,Wesley Matthews,SG,32,IND,4,4,119,9,30,.300,7,21,.333,2,9,.222,.417,3,3,1.000,0,10,10,8,3,1,8,6,28,matthwe02
131,Patrick McCaw,SG,23,TOR,11,0,48,1,5,.200,1,3,.333,0,2,.000,.300,2,2,1.000,2,1,3,4,2,0,1,4,5,mccawpa01
132,CJ McCollum,SG,27,POR,16,16,635,154,350,.440,46,117,.393,108,233,.464,.506,41,56,.732,14,66,80,59,13,10,30,34,395,mccolcj01
133,T.J. McConnell,PG,26,PHI,9,0,75,12,27,.444,0,0,,12,27,.444,.444,0,0,,1,5,6,11,2,1,1,4,24,mccontj01
134,Doug McDermott,SF,27,IND,3,0,29,2,10,.200,0,7,.000,2,3,.667,.200,2,4,.500,3,2,5,4,0,1,0,2,6,mcderdo01
135,Alfonzo McKinnie,SF,26,GSW,22,1,235,26,59,.441,10,32,.313,16,27,.593,.525,4,10,.400,17,33,50,4,2,1,6,32,66,mckinal01
136,Jodie Meeks,SG,31,TOR,14,0,66,9,29,.310,2,13,.154,7,16,.438,.345,2,3,.667,0,9,9,1,4,1,3,7,22,meeksjo01
137,Khris Middleton,SF,27,MIL,15,15,515,84,201,.418,40,92,.435,44,109,.404,.517,46,52,.885,9,86,95,66,9,0,29,44,254,middlkh01
138,Malcolm Miller,SF,25,TOR,10,0,28,2,8,.250,1,6,.167,1,2,.500,.313,3,4,.750,0,5,5,1,0,1,1,3,8,millema01
139,Patty Mills,PG,30,SAS,7,0,152,14,43,.326,3,22,.136,11,21,.524,.360,6,10,.600,1,14,15,25,7,1,3,9,37,millspa02
140,Paul Millsap,PF,33,DEN,14,14,469,73,157,.465,12,38,.316,61,119,.513,.503,47,61,.770,24,70,94,11,12,15,18,48,205,millspa01
141,Nikola Mirotić,PF,27,MIL,14,8,298,44,117,.376,22,76,.289,22,41,.537,.470,23,28,.821,17,43,60,10,10,3,14,25,133,mirotni01
142,Donovan Mitchell,SG,22,UTA,5,5,193,36,112,.321,11,43,.256,25,69,.362,.371,24,33,.727,7,18,25,16,8,1,21,15,107,mitchdo01
143,Greg Monroe,C,28,PHI,10,1,90,16,40,.400,1,4,.250,15,36,.417,.413,7,9,.778,14,17,31,4,5,4,4,11,40,monrogr01
144,Eric Moreland,PF,27,TOR,8,0,28,1,2,.500,0,0,,1,2,.500,.500,0,0,,1,12,13,3,0,0,0,5,2,moreler01
145,Marcus Morris,PF,29,BOS,9,4,254,41,79,.519,18,40,.450,23,39,.590,.633,23,31,.742,12,61,73,11,1,5,7,22,123,morrima03
146,Markieff Morris,PF,29,OKC,5,0,59,5,16,.313,2,7,.286,3,9,.333,.375,7,9,.778,4,9,13,5,1,3,2,9,19,morrima02
147,Monte Morris,PG,23,DEN,14,0,224,33,86,.384,0,13,.000,33,73,.452,.384,9,13,.692,3,16,19,36,5,1,6,15,75,morrimo01
148,Donatas Motiejūnas,PF,28,SAS,5,0,19,6,10,.600,0,1,.000,6,9,.667,.600,1,2,.500,3,4,7,2,0,0,0,1,13,motiedo01
149,Jamal Murray,PG,21,DEN,14,14,508,107,252,.425,28,83,.337,79,169,.467,.480,56,62,.903,19,42,61,66,14,2,22,24,298,murraja01
150,Džanan Musa,SG,19,BRK,2,0,15,2,3,.667,0,1,.000,2,2,1.000,.667,0,0,,0,0,0,0,2,0,3,4,4,musadz01
151,Abdel Nader,SF,25,OKC,3,0,5,1,2,.500,0,0,,1,2,.500,.500,0,0,,0,0,0,0,0,1,0,0,2,naderab01
152,Shabazz Napier,PG,27,BRK,3,0,28,7,11,.636,3,5,.600,4,6,.667,.773,7,8,.875,2,5,7,11,1,0,0,1,24,napiesh01
153,Raul Neto,PG,26,UTA,3,0,20,1,6,.167,0,1,.000,1,5,.200,.167,0,0,,0,3,3,1,0,0,0,2,2,netora01
154,Georges Niang,PF,25,UTA,5,0,55,9,22,.409,4,13,.308,5,9,.556,.500,0,0,,0,14,14,5,1,1,2,5,22,niangge01
155,Nerlens Noel,C,24,OKC,5,0,60,12,20,.600,0,0,,12,20,.600,.600,0,2,.000,11,8,19,0,2,3,5,9,24,noelne01
156,Royce O'Neale,SF,25,UTA,5,0,137,21,45,.467,8,23,.348,13,22,.591,.556,3,4,.750,2,21,23,8,2,2,10,15,53,onealro01
157,Kyle O'Quinn,C,28,IND,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,1,0,0,oquinky01
158,Semi Ojeleye,PF,24,BOS,6,0,34,4,9,.444,3,5,.600,1,4,.250,.611,2,2,1.000,1,1,2,2,0,0,1,5,13,ojelese01
159,Zaza Pachulia,C,34,DET,2,0,22,2,6,.333,0,0,,2,6,.333,.333,1,2,.500,1,8,9,0,0,0,1,3,5,pachuza01
160,Chris Paul,PG,33,HOU,11,11,397,66,148,.446,17,63,.270,49,85,.576,.503,38,45,.844,14,56,70,60,24,7,37,36,187,paulch01
161,Theo Pinson,SG,23,BRK,3,0,22,3,8,.375,3,7,.429,0,1,.000,.563,0,0,,0,3,3,3,2,0,1,0,9,pinsoth01
162,Mason Plumlee,C,28,DEN,14,0,218,24,47,.511,0,1,.000,24,46,.522,.511,16,28,.571,26,36,62,21,7,10,8,39,64,plumlma01
163,Jakob Poeltl,C,23,SAS,7,7,177,23,36,.639,0,1,.000,23,35,.657,.639,5,9,.556,25,29,54,12,2,5,3,26,51,poeltja01
164,Quincy Pondexter,SF,30,SAS,5,0,12,0,2,.000,0,1,.000,0,1,.000,.000,0,0,,0,1,1,2,1,0,0,2,0,pondequ01
165,Norman Powell,SG,25,TOR,23,0,366,56,126,.444,24,62,.387,32,64,.500,.540,14,19,.737,5,46,51,26,9,0,12,31,150,powelno01
166,J.J. Redick,SG,34,PHI,12,12,376,54,124,.435,36,87,.414,18,37,.486,.581,17,20,.850,1,16,17,19,1,3,22,32,161,redicjj01
167,Austin Rivers,SG,26,HOU,10,0,215,27,62,.435,16,35,.457,11,27,.407,.565,4,6,.667,2,19,21,10,5,1,8,31,74,riverau01
168,Glenn Robinson III,SF,25,DET,3,0,36,4,15,.267,1,8,.125,3,7,.429,.300,4,4,1.000,2,5,7,2,2,0,1,5,13,robingl02
169,Jerome Robinson,SG,21,LAC,5,0,46,5,14,.357,3,6,.500,2,8,.250,.464,5,5,1.000,2,4,6,7,2,0,1,4,18,robinje01
170,Terrence Ross,SG,27,ORL,5,0,146,20,54,.370,12,35,.343,8,19,.421,.481,14,17,.824,1,17,18,7,6,2,10,10,66,rosste01
171,Terry Rozier,PG,24,BOS,9,0,162,19,59,.322,8,34,.235,11,25,.440,.390,12,16,.750,4,35,39,17,4,2,10,15,58,roziete01
172,Ricky Rubio,PG,28,UTA,5,5,168,28,66,.424,4,20,.200,24,46,.522,.455,17,20,.850,3,13,16,43,12,1,15,14,77,rubiori01
173,D'Angelo Russell,PG,22,BRK,5,5,148,37,103,.359,12,37,.324,25,66,.379,.417,11,13,.846,2,16,18,18,7,1,14,12,97,russeda01
