Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
50,Boris Diaw,PF,34,UTA,11,9,203,24,48,.500,6,14,.429,18,34,.529,.563,9,10,.900,3,18,21,22,7,4,14,12,63,diawbo01
51,Mike Dunleavy,SF,36,ATL,6,0,53,3,7,.429,2,5,.400,1,2,.500,.571,4,4,1.000,1,4,5,2,1,0,6,3,12,dunlemi02
52,Kevin Durant,PF,28,GSW,15,15,533,149,268,.556,38,86,.442,111,182,.610,.627,92,103,.893,16,103,119,64,12,20,38,39,428,duranke01
53,Monta Ellis,SG,31,IND,4,2,76,8,20,.400,2,8,.250,6,12,.500,.450,4,5,.800,1,7,8,5,2,1,4,5,22,ellismo01
54,James Ennis III,SF,26,MEM,6,4,159,16,38,.421,6,19,.316,10,19,.526,.500,12,14,.857,8,17,25,7,5,2,7,20,50,ennisja01
55,Dante Exum,PG,21,UTA,7,0,84,11,27,.407,4,12,.333,7,15,.467,.481,6,6,1.000,2,4,6,9,5,0,3,10,32,exumda01
56,Derrick Favors,PF,25,UTA,11,2,225,36,62,.581,0,0,,36,62,.581,.581,11,23,.478,15,45,60,10,8,6,4,25,83,favorde01
57,Cristiano Felício,C,24,CHI,6,0,82,9,15,.600,0,0,,9,15,.600,.600,1,2,.500,7,19,26,2,3,2,7,16,19,feliccr01
58,Raymond Felton,PG,32,LAC,7,0,127,15,32,.469,4,9,.444,11,23,.478,.531,5,5,1.000,2,8,10,10,6,0,3,10,39,feltora01
59,Bryn Forbes,SG,23,SAS,6,0,73,6,21,.286,2,9,.222,4,12,.333,.333,6,6,1.000,0,6,6,3,0,1,2,5,20,forbebr01
60,Enes Freedom,C,24,OKC,5,0,45,10,26,.385,0,0,,10,26,.385,.385,4,4,1.000,3,6,9,1,0,4,2,8,24,kanteen01
61,Channing Frye,C,33,CLE,12,0,154,31,60,.517,20,39,.513,11,21,.524,.683,6,7,.857,0,22,22,13,3,4,2,11,88,fryech01
62,Marc Gasol,C,32,MEM,6,6,240,39,83,.470,7,12,.583,32,71,.451,.512,31,33,.939,7,32,39,25,2,4,15,22,116,gasolma01
63,Pau Gasol,C,36,SAS,16,7,365,50,114,.439,6,18,.333,44,96,.458,.465,17,24,.708,39,75,114,31,7,15,18,35,123,gasolpa01
64,Paul George,SF,26,IND,4,4,172,34,88,.386,18,42,.429,16,46,.348,.489,26,30,.867,5,30,35,29,7,2,13,13,112,georgpa01
65,Taj Gibson,PF,31,OKC,5,5,118,21,35,.600,0,0,,21,35,.600,.600,7,8,.875,3,15,18,3,1,0,8,13,49,gibsota01
66,Manu Ginóbili*,SG,39,SAS,16,1,284,40,97,.412,9,40,.225,31,57,.544,.459,17,23,.739,10,29,39,39,16,2,12,28,106,ginobma01
67,Rudy Gobert,C,24,UTA,9,9,246,40,63,.635,0,0,,40,63,.635,.635,24,50,.480,22,67,89,11,9,12,9,30,104,goberru01
68,Eric Gordon,SG,28,HOU,11,2,358,51,121,.421,27,70,.386,24,51,.471,.533,13,18,.722,5,38,43,22,8,6,14,20,142,gordoer01
69,Marcin Gortat,C,32,WAS,13,13,409,47,93,.505,0,0,,47,93,.505,.505,11,18,.611,52,91,143,24,5,20,17,40,105,gortama01
70,Jerami Grant,PF,22,OKC,5,0,111,19,31,.613,2,6,.333,17,25,.680,.645,6,7,.857,7,12,19,4,1,2,3,7,46,grantje01
71,Jerian Grant,PG,24,CHI,5,2,52,6,23,.261,1,9,.111,5,14,.357,.283,3,3,1.000,0,4,4,5,2,0,7,3,16,grantje02
72,Danny Green,SG,29,SAS,16,16,436,45,111,.405,26,76,.342,19,35,.543,.523,8,14,.571,13,44,57,23,10,15,17,30,124,greenda02
73,Draymond Green,PF,26,GSW,17,17,593,72,161,.447,32,78,.410,40,83,.482,.547,46,67,.687,20,135,155,110,31,28,36,60,222,greendr01
74,Gerald Green,SF,31,BOS,13,7,192,34,72,.472,21,45,.467,13,27,.481,.618,8,9,.889,2,18,20,9,3,1,7,21,97,greenge01
75,JaMychal Green,PF,26,MEM,6,2,118,17,36,.472,7,16,.438,10,20,.500,.569,3,3,1.000,3,17,20,2,0,0,4,21,44,greenja01
76,Blake Griffin,PF,27,LAC,3,3,99,25,51,.490,4,6,.667,21,45,.467,.529,7,7,1.000,3,15,18,7,2,1,6,2,61,griffbl01
77,Tim Hardaway Jr.,SG,24,ATL,6,6,200,27,82,.329,11,42,.262,16,40,.400,.396,12,19,.632,3,13,16,7,3,0,10,13,77,hardati02
78,James Harden,PG,27,HOU,11,11,407,90,218,.413,32,115,.278,58,103,.563,.486,101,115,.878,7,53,60,93,21,5,59,43,313,hardeja01
79,Maurice Harkless,SF,23,POR,4,4,99,10,34,.294,2,12,.167,8,22,.364,.324,7,8,.875,7,6,13,3,5,5,1,14,29,harklma01
80,Montrezl Harrell,C,23,HOU,5,0,21,1,3,.333,0,0,,1,3,.333,.333,3,6,.500,1,5,6,2,0,0,2,7,5,harremo01
81,Andrew Harrison,PG,22,MEM,6,0,119,13,29,.448,5,13,.385,8,16,.500,.534,8,9,.889,4,7,11,13,3,1,3,14,39,harrian01
82,Spencer Hawes,PF,28,MIL,3,0,17,2,5,.400,1,2,.500,1,3,.333,.500,0,0,,2,2,4,1,0,1,1,3,5,hawessp01
83,Gordon Hayward,SF,26,UTA,11,11,411,83,188,.441,28,68,.412,55,120,.458,.516,71,76,.934,7,60,67,37,10,3,24,23,265,haywago01
84,John Henson,C,26,MIL,2,0,12,1,4,.250,0,0,,1,4,.250,.250,1,1,1.000,2,2,4,0,1,0,1,1,3,hensojo01
85,Nenê,C,34,HOU,9,0,161,36,51,.706,0,1,.000,36,50,.720,.706,18,31,.581,11,31,42,5,6,4,9,24,90,hilarne01
86,George Hill,PG,30,UTA,8,8,281,46,98,.469,12,31,.387,34,67,.507,.531,21,29,.724,8,25,33,29,2,1,13,25,125,hillge01
87,Rodney Hood,SG,24,UTA,11,0,277,37,105,.352,13,50,.260,24,55,.436,.414,11,18,.611,1,29,30,12,5,0,10,30,98,hoodro01
88,Al Horford,C,30,BOS,18,18,610,111,190,.584,27,52,.519,84,138,.609,.655,22,29,.759,31,87,118,97,15,14,33,33,271,horfoal01
89,Dwight Howard,C,31,ATL,6,6,157,18,36,.500,0,0,,18,36,.500,.500,12,19,.632,18,46,64,8,6,5,11,21,48,howardw01
90,Kris Humphries,PF,31,ATL,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,1,0,0,0,humphkr01
91,Serge Ibaka,PF,27,TOR,10,10,307,60,130,.462,12,38,.316,48,92,.522,.508,11,13,.846,9,56,65,14,4,17,11,37,143,ibakase01
92,Andre Iguodala,SF,33,GSW,16,0,419,46,101,.455,8,42,.190,38,59,.644,.495,15,26,.577,9,56,65,51,14,7,16,29,115,iguodan01
93,Ersan İlyasova,PF,29,ATL,6,0,90,8,23,.348,1,5,.200,7,18,.389,.370,7,9,.778,14,17,31,2,1,0,5,7,24,ilyaser01
94,Joe Ingles,SF,29,UTA,11,11,334,25,62,.403,15,41,.366,10,21,.476,.524,6,9,.667,2,39,41,36,22,5,16,28,71,inglejo01
95,Kyrie Irving,PG,24,CLE,18,18,653,173,370,.468,44,118,.373,129,252,.512,.527,76,84,.905,13,38,51,95,23,8,48,38,466,irvinky01
96,LeBron James,SF,32,CLE,18,18,744,217,384,.565,44,107,.411,173,277,.625,.622,113,162,.698,19,145,164,141,35,23,72,43,591,jamesle01
97,Richard Jefferson,SF,36,CLE,14,0,179,16,38,.421,5,19,.263,11,19,.579,.487,18,28,.643,10,15,25,7,2,3,8,30,55,jefferi01
98,Brandon Jennings,PG,27,WAS,13,0,178,14,36,.389,2,13,.154,12,23,.522,.417,7,8,.875,5,14,19,24,2,0,8,13,37,jennibr01
99,Jonas Jerebko,PF,29,BOS,12,0,128,15,31,.484,5,15,.333,10,16,.625,.565,8,8,1.000,7,22,29,12,5,3,6,13,43,jerebjo01
100,Amir Johnson,PF,29,BOS,14,9,142,15,30,.500,1,3,.333,14,27,.519,.517,5,8,.625,17,13,30,3,4,6,6,24,36,johnsam01
101,Joe Johnson,SF,35,UTA,11,2,326,58,133,.436,15,45,.333,43,88,.489,.492,11,15,.733,8,35,43,27,6,1,13,21,142,johnsjo02
102,Wesley Johnson,SF,29,LAC,3,0,11,0,0,,0,0,,0,0,,,1,2,.500,0,2,2,0,1,0,0,2,1,johnswe01
103,Dahntay Jones,SF,36,CLE,10,0,33,5,10,.500,1,2,.500,4,8,.500,.550,5,5,1.000,1,6,7,1,0,1,1,7,16,jonesda02
104,Damian Jones,C,21,GSW,4,0,21,3,7,.429,0,0,,3,7,.429,.429,1,2,.500,4,2,6,0,2,1,0,3,7,jonesda03
105,James Jones,SF,36,CLE,8,0,30,1,5,.200,0,3,.000,1,2,.500,.200,0,0,,1,3,4,0,0,0,2,3,2,jonesja02
106,DeAndre Jordan,C,28,LAC,7,7,264,43,61,.705,0,1,.000,43,60,.717,.705,22,56,.393,25,76,101,5,3,6,17,29,108,jordade01
107,Cory Joseph,PG,25,TOR,10,2,212,31,71,.437,9,22,.409,22,49,.449,.500,8,8,1.000,4,17,21,31,4,2,14,17,79,josepco01
108,Kyle Korver,SG,35,CLE,18,0,326,34,80,.425,27,69,.391,7,11,.636,.594,10,10,1.000,2,28,30,13,7,5,7,22,105,korveky01
109,Joffrey Lauvergne,C,25,CHI,3,0,26,4,11,.364,0,2,.000,4,9,.444,.364,6,6,1.000,5,4,9,5,0,0,2,1,14,lauvejo01
110,Jake Layman,SF,22,POR,2,0,16,2,4,.500,1,1,1.000,1,3,.333,.625,1,2,.500,0,1,1,1,1,0,0,2,6,laymaja01
111,David Lee,PF,33,SAS,15,4,245,25,48,.521,0,1,.000,25,47,.532,.521,11,17,.647,20,37,57,11,4,5,6,20,61,leeda02
112,Kawhi Leonard,SF,25,SAS,12,12,429,106,202,.525,25,55,.455,81,147,.551,.587,95,102,.931,19,74,93,55,20,6,26,21,332,leonaka01
113,Meyers Leonard,PF,24,POR,3,1,31,1,5,.200,0,4,.000,1,1,1.000,.200,0,0,,2,6,8,1,0,0,4,6,2,leoname01
114,Damian Lillard,PG,26,POR,4,4,151,39,90,.433,9,32,.281,30,58,.517,.483,24,25,.960,4,14,18,13,5,2,13,11,111,lillada01
115,Shaun Livingston,PG,31,GSW,14,0,220,34,59,.576,0,0,,34,59,.576,.576,5,7,.714,10,19,29,20,5,2,10,24,73,livinsh01
116,Robin Lopez,C,28,CHI,6,6,162,34,52,.654,0,0,,34,52,.654,.654,8,8,1.000,28,15,43,5,3,6,8,13,76,lopezro01
117,Kevin Love,PF,28,CLE,18,18,578,95,218,.436,50,111,.450,45,107,.421,.550,63,75,.840,36,155,191,30,21,16,31,46,303,loveke01
118,Kyle Lowry,PG,30,TOR,8,8,300,43,93,.462,13,38,.342,30,55,.545,.532,27,33,.818,3,22,25,47,12,4,17,26,126,lowryky01
119,Trey Lyles,PF,21,UTA,2,0,10,3,7,.429,1,3,.333,2,4,.500,.500,0,0,,0,2,2,1,1,0,1,1,7,lylestr01
120,Sheldon Mac,SG,24,WAS,7,0,17,5,9,.556,2,5,.400,3,4,.750,.667,2,2,1.000,0,2,2,0,0,0,1,1,14,mcclesh01
121,Shelvin Mack,PG,26,UTA,9,3,155,17,49,.347,7,15,.467,10,34,.294,.418,13,15,.867,3,22,25,18,4,0,9,14,54,macksh01
122,Ian Mahinmi,C,30,WAS,5,0,63,5,9,.556,0,0,,5,9,.556,.556,4,11,.364,3,8,11,6,1,6,3,17,14,mahinia01
123,Thon Maker,C,19,MIL,6,6,116,12,31,.387,2,10,.200,10,21,.476,.419,9,11,.818,8,11,19,12,5,11,8,18,35,makerth01
124,Jarell Martin,PF,22,MEM,3,0,10,1,3,.333,0,0,,1,3,.333,.333,0,0,,2,2,4,0,1,0,0,2,2,martija01
125,Luc Mbah a Moute,SF,30,LAC,7,7,224,17,43,.395,5,16,.313,12,27,.444,.453,14,20,.700,10,25,35,7,8,4,3,16,53,mbahalu01
126,James Michael McAdoo,PF,24,GSW,13,0,56,9,17,.529,2,5,.400,7,12,.583,.588,4,6,.667,5,8,13,0,2,2,1,5,24,mcadoja01
127,Patrick McCaw,SG,21,GSW,15,3,181,21,48,.438,8,23,.348,13,25,.520,.521,11,13,.846,10,23,33,16,9,3,3,14,61,mccawpa01
128,CJ McCollum,SG,25,POR,4,4,140,32,80,.400,11,22,.500,21,58,.362,.469,15,16,.938,8,16,24,4,4,2,15,10,90,mccolcj01
129,Doug McDermott,SF,25,OKC,5,0,66,9,18,.500,7,13,.538,2,5,.400,.694,0,0,,0,5,5,1,1,1,1,2,25,mcderdo01
130,JaVale McGee,C,29,GSW,16,1,149,41,56,.732,0,0,,41,56,.732,.732,13,18,.722,22,26,48,4,2,15,8,31,95,mcgeeja01
131,Jordan Mickey,PF,22,BOS,2,0,18,2,5,.400,0,0,,2,5,.400,.400,0,0,,0,5,5,0,0,1,1,3,4,mickejo01
132,Khris Middleton,SF,25,MIL,6,6,231,31,78,.397,7,19,.368,24,59,.407,.442,18,22,.818,0,28,28,32,12,0,11,17,87,middlkh01
133,C.J. Miles,SF,29,IND,4,2,82,11,24,.458,5,16,.313,6,8,.750,.563,2,2,1.000,4,4,8,1,2,1,2,12,29,milescj01
134,Patty Mills,PG,28,SAS,16,6,416,57,140,.407,32,89,.360,25,51,.490,.521,19,22,.864,5,29,34,43,13,1,21,33,165,millspa02
135,Paul Millsap,PF,31,ATL,6,6,219,50,99,.505,3,17,.176,47,82,.573,.520,43,53,.811,9,47,56,26,10,4,23,19,146,millspa01
136,Nikola Mirotić,PF,25,CHI,6,6,162,17,50,.340,10,35,.286,7,15,.467,.440,8,10,.800,4,26,30,9,4,3,4,16,52,mirotni01
137,Greg Monroe,C,26,MIL,6,0,141,27,51,.529,0,0,,27,51,.529,.529,25,30,.833,17,27,44,10,8,3,11,16,79,monrogr01
138,Markieff Morris,PF,27,WAS,13,13,373,59,145,.407,14,38,.368,45,107,.421,.455,25,31,.806,18,65,83,22,12,17,21,46,157,morrima02
139,Anthony Morrow,SG,31,CHI,3,0,29,5,9,.556,0,0,,5,9,.556,.556,2,2,1.000,0,3,3,2,0,0,0,2,12,morroan01
140,Dejounte Murray,PG,20,SAS,11,2,168,23,61,.377,0,3,.000,23,58,.397,.377,17,25,.680,4,23,27,27,16,1,16,14,63,murrade01
141,Mike Muscala,C,25,ATL,6,0,81,5,18,.278,0,4,.000,5,14,.357,.278,7,8,.875,6,10,16,2,1,3,1,12,17,muscami01
142,Shabazz Napier,PG,25,POR,4,0,47,8,19,.421,5,11,.455,3,8,.375,.553,6,8,.750,1,3,4,3,2,0,0,6,27,napiesh01
143,Raul Neto,PG,24,UTA,9,0,60,8,13,.615,3,6,.500,5,7,.714,.731,4,4,1.000,0,7,7,4,1,1,3,8,23,netora01
144,Lucas Nogueira,C,24,TOR,3,0,7,1,2,.500,0,0,,1,2,.500,.500,1,2,.500,2,3,5,0,0,0,0,1,3,noguelu01
145,Jusuf Nurkić,C,22,POR,1,1,17,1,3,.333,0,1,.000,1,2,.500,.333,0,0,,0,11,11,4,0,1,3,1,2,nurkiju01
146,Daniel Ochefu,C,23,WAS,4,0,5,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,1,1,0,0,0,1,1,0,ochefda01
147,Victor Oladipo,SG,24,OKC,5,5,181,21,61,.344,6,25,.240,15,36,.417,.393,6,6,1.000,2,26,28,10,7,3,6,17,54,oladivi01
148,Kelly Olynyk,C,25,BOS,18,2,346,64,125,.512,15,47,.319,49,78,.628,.572,22,30,.733,14,43,57,34,13,14,22,47,165,olynyke01
149,Kelly Oubre Jr.,SF,21,WAS,12,0,184,26,61,.426,11,30,.367,15,31,.484,.516,7,10,.700,9,19,28,4,10,5,7,38,70,oubreke01
150,Zaza Pachulia,C,32,GSW,15,15,212,32,60,.533,0,1,.000,32,59,.542,.533,13,17,.765,18,39,57,12,8,4,14,32,77,pachuza01
151,Tony Parker,PG,34,SAS,8,8,211,51,97,.526,11,19,.579,40,78,.513,.582,14,14,1.000,2,18,20,25,4,0,12,10,127,parketo01
152,Patrick Patterson,PF,27,TOR,10,1,185,10,36,.278,8,26,.308,2,10,.200,.389,6,6,1.000,1,19,20,20,7,2,6,4,34,pattepa01
153,Chris Paul,PG,31,LAC,7,7,260,67,135,.496,14,38,.368,53,97,.546,.548,29,33,.879,4,31,35,69,12,1,19,24,177,paulch01
154,Cameron Payne,PG,22,CHI,1,0,4,1,2,.500,1,1,1.000,0,1,.000,.750,0,0,,0,1,1,0,0,0,1,0,3,payneca01
155,Paul Pierce*,SF,39,LAC,7,0,101,8,18,.444,4,10,.400,4,8,.500,.556,1,1,1.000,2,12,14,7,2,0,4,11,21,piercpa01
156,Jakob Poeltl,C,21,TOR,6,0,26,5,11,.455,0,0,,5,11,.455,.455,0,2,.000,6,6,12,0,1,1,0,3,10,poeltja01
157,Otto Porter Jr.,SF,23,WAS,13,13,428,58,109,.532,11,39,.282,47,70,.671,.583,31,35,.886,15,75,90,23,21,7,10,26,158,porteot01
158,Bobby Portis,PF,21,CHI,6,0,121,17,33,.515,6,13,.462,11,20,.550,.606,0,0,,5,31,36,7,3,3,6,10,40,portibo01
159,Norman Powell,SG,23,TOR,9,5,227,35,82,.427,15,34,.441,20,48,.417,.518,20,24,.833,5,23,28,14,10,3,15,25,105,powelno01
160,Taurean Prince,SF,22,ATL,6,6,187,29,52,.558,4,14,.286,25,38,.658,.596,5,5,1.000,7,25,32,8,2,1,7,9,67,princta02
161,Tim Quarterman,SG,22,POR,2,0,7,1,2,.500,1,2,.500,0,0,,.750,0,0,,0,0,0,1,0,0,0,1,3,quartti01
162,Zach Randolph,PF,35,MEM,6,4,191,35,83,.422,1,7,.143,34,76,.447,.428,8,11,.727,9,40,49,4,5,2,7,14,79,randoza01
163,J.J. Redick,SG,32,LAC,7,7,206,19,50,.380,9,26,.346,10,24,.417,.470,17,20,.850,0,12,12,6,2,0,13,17,64,redicjj01
164,Austin Rivers,SG,24,LAC,3,2,90,9,26,.346,4,13,.308,5,13,.385,.423,2,2,1.000,1,7,8,2,1,1,5,6,24,riverau01
165,Andre Roberson,SF,25,OKC,5,5,185,24,46,.522,7,17,.412,17,29,.586,.598,3,21,.143,18,13,31,9,12,17,7,15,58,roberan03
166,Glenn Robinson III,SF,23,IND,3,0,31,6,6,1.000,2,2,1.000,4,4,1.000,1.167,1,2,.500,0,3,3,1,0,0,0,2,15,robingl02
167,Rajon Rondo,PG,30,CHI,2,2,67,11,26,.423,0,6,.000,11,20,.550,.423,1,2,.500,7,10,17,20,7,1,4,6,23,rondora01
168,Terry Rozier,PG,22,BOS,17,0,277,33,82,.402,14,38,.368,19,44,.432,.488,16,20,.800,12,32,44,32,11,4,10,20,96,roziete01
169,Domantas Sabonis,PF,20,OKC,2,0,6,0,3,.000,0,1,.000,0,2,.000,.000,4,4,1.000,0,2,2,0,1,1,0,4,4,sabondo01
170,Tomáš Satoranský,SG,25,WAS,10,0,36,3,6,.500,0,0,,3,6,.500,.500,2,5,.400,1,4,5,6,1,0,2,4,8,satorto01
171,Dennis Schröder,PG,23,ATL,6,6,211,50,110,.455,17,40,.425,33,70,.471,.532,31,37,.838,4,10,14,46,6,0,10,19,148,schrode01
172,Thabo Sefolosha,SF,32,ATL,4,0,9,0,1,.000,0,0,,0,1,.000,.000,1,4,.250,0,0,0,0,0,0,0,1,1,sefolth01
173,Wayne Selden,SG,22,MEM,6,2,106,9,26,.346,2,11,.182,7,15,.467,.385,3,4,.750,3,6,9,7,1,1,2,8,23,seldewa01
