Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
62,Bryn Forbes,SG,24,SAS,4,0,54,5,17,.294,2,9,.222,3,8,.375,.353,5,7,.714,1,2,3,2,0,0,0,3,17,forbebr01
63,Tim Frazier,PG,27,WAS,2,0,6,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,1,1,3,1,0,0,2,0,fraziti01
64,Markelle Fultz,SG,19,PHI,3,0,23,1,7,.143,0,0,,1,7,.143,.143,3,4,.750,0,3,3,5,2,0,1,4,5,fultzma01
65,Pau Gasol,C,37,SAS,5,0,90,10,20,.500,1,3,.333,9,17,.529,.525,9,10,.900,2,22,24,14,0,1,6,5,30,gasolpa01
66,Rudy Gay,PF,31,SAS,5,4,160,26,65,.400,4,18,.222,22,47,.468,.431,5,9,.556,9,19,28,11,8,1,6,16,61,gayru01
67,Paul George,SF,27,OKC,6,6,251,49,120,.408,19,52,.365,30,68,.441,.488,31,36,.861,4,32,36,16,8,4,24,17,148,georgpa01
68,Marcus Georges-Hunt,SG,23,MIN,2,0,3,0,1,.000,0,0,,0,1,.000,.000,0,0,,1,0,1,0,0,0,0,0,0,georgma01
69,Taj Gibson,PF,32,MIN,5,5,123,14,22,.636,0,0,,14,22,.636,.636,3,3,1.000,7,13,20,2,1,2,4,8,31,gibsota01
70,Manu Ginóbili*,SG,40,SAS,5,0,107,15,37,.405,6,18,.333,9,19,.474,.486,9,11,.818,1,14,15,16,7,1,7,13,45,ginobma01
71,Rudy Gobert,C,25,UTA,11,11,383,55,84,.655,0,0,,55,84,.655,.655,35,58,.603,43,75,118,11,10,25,21,34,145,goberru01
72,Eric Gordon,SG,29,HOU,17,2,549,84,221,.380,43,130,.331,41,91,.451,.477,51,61,.836,9,36,45,28,10,8,24,29,262,gordoer01
73,Marcin Gortat,C,33,WAS,6,6,160,24,43,.558,0,0,,24,43,.558,.558,4,7,.571,13,25,38,6,0,2,6,15,52,gortama01
74,Jerami Grant,PF,23,OKC,6,0,133,18,35,.514,2,8,.250,16,27,.593,.543,5,11,.455,8,12,20,6,4,3,6,15,43,grantje01
75,Danny Green,SG,30,SAS,5,5,103,8,30,.267,5,20,.250,3,10,.300,.350,0,0,,4,7,11,1,1,4,2,8,21,greenda02
76,Draymond Green,PF,27,GSW,21,21,819,83,192,.432,21,79,.266,62,113,.549,.487,39,49,.796,42,180,222,171,41,31,63,75,226,greendr01
77,Gerald Green,SG,32,HOU,17,0,272,37,94,.394,27,72,.375,10,22,.455,.537,6,7,.857,6,44,50,1,4,7,10,27,107,greenge01
78,Jeff Green,PF,31,CLE,22,2,523,58,142,.408,21,70,.300,37,72,.514,.482,33,46,.717,7,46,53,32,7,15,17,36,170,greenje02
79,James Harden,SG,28,HOU,17,17,621,158,385,.410,52,174,.299,106,211,.502,.478,118,133,.887,14,75,89,116,38,11,65,46,486,hardeja01
80,Maurice Harkless,SF,24,POR,2,1,53,7,13,.538,2,6,.333,5,7,.714,.615,0,0,,3,5,8,4,0,1,1,4,16,harklma01
81,John Henson,C,27,MIL,2,2,74,9,13,.692,0,0,,9,13,.692,.692,1,2,.500,4,8,12,5,0,7,4,4,19,hensojo01
82,Nenê,C,35,HOU,11,0,107,12,20,.600,0,0,,12,20,.600,.600,7,11,.636,6,22,28,5,2,5,8,18,31,hilarne01
83,George Hill,PG,31,CLE,19,18,557,59,131,.450,16,51,.314,43,80,.538,.511,41,53,.774,13,28,41,42,10,8,22,52,175,hillge01
84,Solomon Hill,SF,26,NOP,9,0,114,9,25,.360,6,16,.375,3,9,.333,.480,9,10,.900,6,11,17,7,1,1,6,17,33,hillso01
85,Jrue Holiday,SG,27,NOP,9,9,348,88,170,.518,16,50,.320,72,120,.600,.565,21,30,.700,9,42,51,57,10,5,23,22,213,holidjr01
86,Richaun Holmes,C,24,PHI,3,0,11,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,1,1,1,0,0,0,3,0,holmeri01
87,Rodney Hood,SG,25,CLE,17,1,260,39,92,.424,4,24,.167,35,68,.515,.446,9,12,.750,7,24,31,18,5,4,13,30,91,hoodro01
88,Al Horford,C,31,BOS,19,19,679,111,204,.544,15,43,.349,96,161,.596,.581,62,75,.827,32,125,157,63,19,22,32,39,299,horfoal01
89,Josh Huestis,PF,26,OKC,4,0,19,1,2,.500,0,0,,1,2,.500,.500,1,2,.500,0,3,3,0,1,1,0,3,3,huestjo01
90,Serge Ibaka,PF,28,TOR,10,9,260,30,72,.417,9,24,.375,21,48,.438,.479,18,22,.818,13,46,59,11,1,13,16,21,87,ibakase01
91,Andre Iguodala,SF,34,GSW,15,12,401,42,85,.494,14,37,.378,28,48,.583,.576,24,34,.706,11,57,68,41,21,7,14,29,122,iguodan01
92,Ersan İlyasova,PF,30,PHI,10,1,233,36,84,.429,9,31,.290,27,53,.509,.482,12,21,.571,26,50,76,13,7,4,10,25,93,ilyaser01
93,Joe Ingles,SF,30,UTA,11,11,382,57,121,.471,35,77,.455,22,44,.500,.616,11,17,.647,5,43,48,37,6,2,26,29,160,inglejo01
94,Aaron Jackson,PG,31,HOU,7,0,17,2,4,.500,0,2,.000,2,2,1.000,.500,1,2,.500,2,2,4,2,0,0,2,2,5,jacksaa01
95,LeBron James,PF,33,CLE,22,22,922,275,510,.539,39,114,.342,236,396,.596,.577,159,213,.746,31,169,200,198,30,23,94,52,748,jamesle01
96,Brandon Jennings,PG,28,MIL,1,0,5,0,2,.000,0,2,.000,0,0,,.000,2,2,1.000,0,0,0,0,0,0,1,0,2,jennibr01
97,Jonas Jerebko,PF,30,UTA,10,0,79,8,19,.421,1,6,.167,7,13,.538,.447,2,2,1.000,4,12,16,3,3,0,1,9,19,jerebjo01
98,Amir Johnson,C,30,PHI,8,1,94,11,21,.524,0,0,,11,21,.524,.524,4,5,.800,14,9,23,9,2,1,3,10,26,johnsam01
99,Dakari Johnson,C,22,OKC,2,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,johnsda04
100,James Johnson,PF,30,MIA,5,5,161,23,42,.548,7,13,.538,16,29,.552,.631,9,14,.643,3,27,30,24,6,6,10,17,62,johnsja01
101,Joe Johnson,SF,36,HOU,8,0,54,6,17,.353,0,3,.000,6,14,.429,.353,0,0,,0,10,10,3,0,1,3,4,12,johnsjo02
102,Tyler Johnson,PG,25,MIA,5,5,81,14,26,.538,6,10,.600,8,16,.500,.654,6,7,.857,1,7,8,4,2,0,2,14,40,johnsty01
103,Damian Jones,C,22,GSW,4,0,11,1,2,.500,0,0,,1,2,.500,.500,2,3,.667,1,2,3,0,0,0,3,4,4,jonesda03
104,Tyus Jones,PG,21,MIN,4,0,55,2,7,.286,0,2,.000,2,5,.400,.286,0,0,,0,9,9,8,1,0,1,0,4,jonesty01
105,Cory Joseph,PG,26,IND,7,0,143,12,33,.364,3,11,.273,9,22,.409,.409,6,6,1.000,2,15,17,21,9,2,4,10,33,josepco01
106,Furkan Korkmaz,SG,20,PHI,1,0,2,1,1,1.000,1,1,1.000,0,0,,1.500,0,0,,0,0,0,0,0,0,0,1,3,korkmfu01
107,Kyle Korver,SG,36,CLE,22,11,505,59,141,.418,45,109,.413,14,32,.438,.578,19,22,.864,6,46,52,19,9,9,14,44,182,korveky01
108,Shane Larkin,PG,25,BOS,11,0,154,16,35,.457,4,13,.308,12,22,.545,.514,5,5,1.000,1,10,11,20,5,0,6,15,41,larkish01
109,Joffrey Lauvergne,C,26,SAS,1,0,6,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,1,1,0,0,0,0,0,2,lauvejo01
110,Ty Lawson,PG,30,WAS,5,0,96,9,26,.346,5,8,.625,4,18,.222,.442,6,6,1.000,2,11,13,15,3,0,3,6,29,lawsoty01
111,Jake Layman,SF,23,POR,1,0,8,3,3,1.000,0,0,,3,3,1.000,1.000,0,0,,0,1,1,1,2,0,0,0,6,laymaja01
112,T.J. Leaf,PF,20,IND,1,0,4,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,leaftj01
113,Meyers Leonard,C,25,POR,2,0,8,4,4,1.000,0,0,,4,4,1.000,1.000,0,0,,0,4,4,0,0,0,0,0,8,leoname01
114,DeAndre Liggins,SG,29,NOP,3,0,14,0,1,.000,0,0,,0,1,.000,.000,1,2,.500,0,1,1,0,0,0,2,0,1,liggide01
115,Damian Lillard,PG,27,POR,4,4,162,25,71,.352,9,30,.300,16,41,.390,.415,15,17,.882,3,15,18,19,5,0,16,8,74,lillada01
116,Shaun Livingston,PG,32,GSW,21,0,362,59,110,.536,0,1,.000,59,109,.541,.536,22,25,.880,11,36,47,31,7,1,16,33,140,livinsh01
117,Kevon Looney,C,21,GSW,21,5,387,39,72,.542,0,2,.000,39,70,.557,.542,8,21,.381,42,47,89,19,14,8,8,50,86,looneke01
