Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
33,Pat Connaughton,SG,23,POR,6,0,8,3,5,.600,2,3,.667,1,2,.500,.800,0,0,,0,1,1,0,0,0,0,0,8,connapa01
34,Allen Crabbe,SG,23,POR,11,0,302,38,73,.521,15,35,.429,23,38,.605,.623,14,19,.737,5,27,32,15,7,1,6,23,105,crabbal01
35,Jamal Crawford,SG,35,LAC,6,1,199,39,103,.379,4,21,.190,35,82,.427,.398,22,25,.880,2,11,13,13,10,0,9,9,104,crawfja01
36,Jae Crowder,SF,25,BOS,6,6,197,20,72,.278,10,41,.244,10,31,.323,.347,7,11,.636,5,34,39,13,9,3,7,17,57,crowdja01
37,Stephen Curry,PG,27,GSW,18,17,614,148,338,.438,80,198,.404,68,140,.486,.556,76,83,.916,14,85,99,93,26,5,75,39,452,curryst01
38,Troy Daniels,SG,24,CHO,4,0,18,1,8,.125,0,3,.000,1,5,.200,.125,0,0,,0,2,2,0,0,0,0,2,2,danietr01
39,Ed Davis,PF,26,POR,11,0,205,21,40,.525,0,2,.000,21,38,.553,.525,19,33,.576,26,49,75,14,2,7,10,33,61,davised01
40,Matthew Dellavedova,PG,25,CLE,20,0,241,26,74,.351,8,31,.258,18,43,.419,.405,18,24,.750,4,11,15,56,1,1,14,31,78,dellama01
41,Luol Deng,PF,30,MIA,14,14,495,65,138,.471,24,57,.421,41,81,.506,.558,32,38,.842,19,64,83,22,13,9,23,24,186,denglu01
42,DeMar DeRozan,SG,26,TOR,20,20,746,157,398,.394,4,26,.154,153,372,.411,.399,100,123,.813,13,70,83,54,22,3,45,52,418,derozde01
43,Boris Diaw,PF,33,SAS,9,0,159,21,46,.457,2,6,.333,19,40,.475,.478,3,4,.750,2,17,19,21,2,4,6,9,47,diawbo01
44,Spencer Dinwiddie,PG,22,DET,1,0,2,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,0,0,1,0,0,0,0,2,dinwisp01
45,Goran Dragić,PG,29,MIA,14,14,472,91,206,.442,16,46,.348,75,160,.469,.481,33,43,.767,11,58,69,54,6,3,31,46,231,dragigo01
46,Andre Drummond,C,22,DET,4,4,131,28,54,.519,0,1,.000,28,53,.528,.519,11,34,.324,12,24,36,0,1,6,4,8,67,drumman01
47,Tim Duncan*,C,39,SAS,10,10,218,22,52,.423,0,0,,22,52,.423,.423,15,21,.714,10,38,48,14,2,13,10,18,59,duncati01
48,Kevin Durant,SF,27,OKC,18,18,726,175,407,.430,31,110,.282,144,297,.485,.468,130,146,.890,13,115,128,60,18,18,65,37,511,duranke01
49,Monta Ellis,SG,30,IND,7,7,225,33,76,.434,7,21,.333,26,55,.473,.480,8,10,.800,4,23,27,30,15,0,17,17,81,ellismo01
50,Festus Ezeli,C,26,GSW,23,1,203,37,69,.536,0,0,,37,69,.536,.536,19,44,.432,23,38,61,8,1,7,14,34,93,ezelife01
51,Jordan Farmar,PG,29,MEM,4,4,113,10,31,.323,4,12,.333,6,19,.316,.387,3,3,1.000,0,6,6,16,3,1,10,4,27,farmajo01
52,Raymond Felton,PG,31,DAL,5,4,172,32,69,.464,4,14,.286,28,55,.509,.493,7,11,.636,2,21,23,23,6,0,12,14,75,feltora01
53,Randy Foye,SG,32,OKC,16,0,190,14,41,.341,8,26,.308,6,15,.400,.439,4,4,1.000,2,18,20,13,2,3,11,18,40,foyera01
54,Enes Freedom,C,23,OKC,18,0,323,65,118,.551,2,14,.143,63,104,.606,.559,38,45,.844,47,64,111,5,5,11,17,40,170,kanteen01
55,Channing Frye,C,32,CLE,17,0,237,41,69,.594,26,46,.565,15,23,.652,.783,6,7,.857,5,36,41,5,6,9,5,37,114,fryech01
56,Paul George,SF,25,IND,7,7,275,56,123,.455,18,43,.419,38,80,.475,.528,61,64,.953,9,44,53,30,14,5,23,24,191,georgpa01
57,Manu Ginóbili*,SG,38,SAS,10,0,192,20,47,.426,9,21,.429,11,26,.423,.521,18,23,.783,6,21,27,25,8,3,7,25,67,ginobma01
58,Andrew Goudelock,PG,27,HOU,2,0,11,3,6,.500,0,1,.000,3,5,.600,.500,0,0,,0,2,2,0,0,0,3,0,6,goudean01
59,Danny Green,SG,28,SAS,10,10,267,30,64,.469,24,47,.511,6,17,.353,.656,2,3,.667,0,31,31,7,21,8,6,20,86,greenda02
60,Draymond Green,PF,25,GSW,23,23,879,119,276,.431,38,104,.365,81,172,.471,.500,79,107,.738,38,190,228,138,37,41,56,81,355,greendr01
61,Gerald Green,SG,30,MIA,12,0,110,16,49,.327,4,14,.286,12,35,.343,.367,4,5,.800,2,15,17,1,4,1,2,14,40,greenge01
62,JaMychal Green,PF,25,MEM,4,0,72,12,22,.545,0,1,.000,12,21,.571,.545,3,6,.500,5,10,15,3,3,5,4,12,27,greenja01
63,Jeff Green,SF,29,LAC,6,1,159,21,46,.457,4,10,.400,17,36,.472,.500,15,25,.600,3,16,19,4,6,2,3,12,61,greenje02
64,Blake Griffin,PF,26,LAC,4,4,127,20,53,.377,1,2,.500,19,51,.373,.387,19,25,.760,7,28,35,16,3,2,9,9,60,griffbl01
65,Jorge Gutiérrez,PG,27,CHO,3,0,12,0,3,.000,0,0,,0,3,.000,.000,0,0,,0,2,2,2,0,0,1,0,0,gutiejo01
66,P.J. Hairston,SF,23,MEM,2,0,22,2,6,.333,1,3,.333,1,3,.333,.417,0,2,.000,0,0,0,0,1,0,1,1,5,hairspj02
67,Tyler Hansbrough,PF,30,CHO,2,0,6,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,hansbty01
68,Tim Hardaway Jr.,SG,23,ATL,9,0,87,7,26,.269,2,14,.143,5,12,.417,.308,4,6,.667,0,9,9,7,0,1,3,2,20,hardati02
69,James Harden,SG,26,HOU,5,5,193,41,100,.410,13,42,.310,28,58,.483,.475,38,45,.844,7,19,26,38,12,1,26,13,133,hardeja01
70,Maurice Harkless,SF,22,POR,11,11,272,47,110,.427,15,44,.341,32,66,.485,.495,12,25,.480,22,34,56,7,10,3,11,38,121,harklma01
71,Montrezl Harrell,PF,22,HOU,2,0,12,1,3,.333,0,1,.000,1,2,.500,.333,1,2,.500,0,2,2,0,0,0,1,1,3,harremo01
72,Devin Harris,PG,32,DAL,5,0,121,15,30,.500,4,13,.308,11,17,.647,.567,5,10,.500,1,13,14,8,3,0,3,16,39,harride01
73,Tobias Harris,PF,23,DET,4,4,156,21,46,.457,4,12,.333,17,34,.500,.500,12,13,.923,6,32,38,12,3,3,6,11,58,harrito02
74,Aaron Harrison,SG,21,CHO,2,0,7,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,1,0,harriaa01
75,Udonis Haslem,PF,35,MIA,9,0,85,8,15,.533,0,0,,8,15,.533,.533,5,7,.714,11,20,31,4,0,1,7,13,21,hasleud01
76,Spencer Hawes,PF,27,CHO,5,0,53,6,13,.462,1,4,.250,5,9,.556,.500,5,6,.833,3,13,16,3,1,2,4,5,18,hawessp01
77,Gerald Henderson,SG,28,POR,11,0,234,30,82,.366,7,19,.368,23,63,.365,.409,9,12,.750,6,29,35,17,6,3,5,21,76,hendege02
78,George Hill,PG,29,IND,7,7,235,32,57,.561,13,27,.481,19,30,.633,.675,18,22,.818,6,13,19,15,6,1,8,16,95,hillge01
79,Jordan Hill,C,28,IND,5,0,15,0,3,.000,0,0,,0,3,.000,.000,0,0,,2,4,6,2,0,0,0,1,0,hilljo01
80,Solomon Hill,SF,24,IND,7,0,198,14,31,.452,11,19,.579,3,12,.250,.629,15,16,.938,5,23,28,8,2,0,3,20,54,hillso01
81,Kirk Hinrich,PG,35,ATL,6,0,27,2,7,.286,1,3,.333,1,4,.250,.357,0,0,,0,4,4,3,0,0,0,2,5,hinriki01
82,John Holland,SF,27,BOS,1,0,1,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,0,0,0,0,0,0,0,0,hollajo02
83,Al Horford,C,29,ATL,10,10,327,54,116,.466,11,28,.393,43,88,.489,.513,15,16,.938,13,52,65,30,12,24,17,25,134,horfoal01
84,Dwight Howard,C,30,HOU,5,5,180,26,48,.542,0,1,.000,26,47,.553,.542,14,38,.368,26,44,70,8,4,7,12,21,66,howardw01
85,Josh Huestis,PF,24,OKC,2,0,10,1,3,.333,1,2,.500,0,1,.000,.500,0,0,,1,2,3,0,0,0,0,1,3,huestjo01
86,Kris Humphries,PF,30,ATL,4,0,56,13,28,.464,5,10,.500,8,18,.444,.554,6,6,1.000,8,16,24,4,2,5,2,9,37,humphkr01
87,R.J. Hunter,SG,22,BOS,5,0,41,2,9,.222,1,5,.200,1,4,.250,.278,0,0,,1,5,6,3,0,1,1,3,5,hunterj01
88,Serge Ibaka,PF,26,OKC,18,18,602,85,163,.521,31,69,.449,54,94,.574,.617,15,20,.750,23,90,113,10,14,24,9,51,216,ibakase01
89,Andre Iguodala,SF,32,GSW,24,3,767,78,164,.476,25,65,.385,53,99,.535,.552,32,57,.561,35,70,105,90,29,10,23,37,213,iguodan01
90,Kyrie Irving,PG,23,CLE,21,21,774,201,423,.475,51,116,.440,150,307,.489,.535,77,88,.875,15,47,62,98,36,13,48,46,530,irvinky01
91,Reggie Jackson,PG,25,DET,4,4,147,25,55,.455,3,18,.167,22,37,.595,.482,4,4,1.000,2,11,13,37,6,2,10,10,57,jacksre01
92,LeBron James,SF,31,CLE,21,21,822,219,417,.525,32,94,.340,187,323,.579,.564,82,124,.661,42,158,200,160,49,27,75,54,552,jamesle01
93,Al Jefferson,C,31,CHO,7,5,168,42,83,.506,0,0,,42,83,.506,.506,9,13,.692,14,29,43,8,4,3,6,12,93,jeffeal01
94,Richard Jefferson,SF,35,CLE,21,2,381,44,84,.524,11,28,.393,33,56,.589,.589,15,20,.750,16,58,74,14,10,1,13,34,114,jefferi01
95,Jonas Jerebko,PF,28,BOS,6,4,162,22,46,.478,7,22,.318,15,24,.625,.554,4,5,.800,7,34,41,10,2,4,5,15,55,jerebjo01
96,Amir Johnson,PF,28,BOS,6,6,134,22,33,.667,0,2,.000,22,31,.710,.667,7,9,.778,11,32,43,4,1,8,10,13,51,johnsam01
97,James Johnson,PF,28,TOR,10,0,98,12,25,.480,4,9,.444,8,16,.500,.560,2,3,.667,3,12,15,6,3,0,7,13,30,johnsja01
98,Joe Johnson,SF,34,MIA,14,14,492,68,158,.430,13,46,.283,55,112,.491,.472,21,24,.875,7,59,66,35,8,3,18,27,170,johnsjo02
99,Stanley Johnson,SF,19,DET,4,0,81,12,23,.522,6,10,.600,6,13,.462,.652,2,2,1.000,0,16,16,0,1,0,3,10,32,johnsst04
100,Tyler Johnson,SG,23,MIA,5,0,61,5,11,.455,3,6,.500,2,5,.400,.591,8,11,.727,2,5,7,8,1,0,2,8,21,johnsty01
101,Wesley Johnson,SF,28,LAC,6,0,77,5,14,.357,3,9,.333,2,5,.400,.464,3,3,1.000,5,13,18,2,1,4,2,6,16,johnswe01
102,Dahntay Jones,SF,35,CLE,15,0,50,6,13,.462,1,3,.333,5,10,.500,.500,4,5,.800,0,7,7,2,1,1,1,3,17,jonesda02
103,James Jones,SF,35,CLE,12,0,55,2,10,.200,1,7,.143,1,3,.333,.250,1,4,.250,1,3,4,3,0,0,1,3,6,jonesja02
104,DeAndre Jordan,C,27,LAC,6,6,198,24,38,.632,0,0,,24,38,.632,.632,22,59,.373,30,68,98,11,7,16,7,17,70,jordade01
105,Cory Joseph,SG,24,TOR,20,0,452,69,148,.466,8,24,.333,61,124,.492,.493,24,32,.750,11,30,41,47,18,2,22,47,170,josepco01
106,Chris Kaman,C,33,POR,4,0,32,7,18,.389,0,0,,7,18,.389,.389,0,0,,2,6,8,1,2,0,6,10,14,kamanch01
107,Frank Kaminsky,C,22,CHO,7,5,190,14,46,.304,5,17,.294,9,29,.310,.359,17,21,.810,3,27,30,8,6,5,2,15,50,kaminfr01
108,Kyle Korver,SG,34,ATL,10,8,316,35,75,.467,24,54,.444,11,21,.524,.627,9,9,1.000,3,45,48,10,10,4,8,23,103,korveky01
109,Jeremy Lamb,SG,23,CHO,3,0,12,5,9,.556,1,1,1.000,4,8,.500,.611,0,0,,1,3,4,1,0,0,0,0,11,lambje01
110,Ty Lawson,PG,28,IND,7,0,74,6,18,.333,0,3,.000,6,15,.400,.333,4,6,.667,1,6,7,10,3,0,6,8,16,lawsoty01
111,Courtney Lee,SG,30,CHO,7,7,257,21,51,.412,4,9,.444,17,42,.405,.451,14,15,.933,5,15,20,9,6,3,5,19,60,leeco01
112,David Lee,PF,32,DAL,2,0,33,6,8,.750,0,0,,6,8,.750,.750,0,0,,1,5,6,1,0,0,0,7,12,leeda02
113,Kawhi Leonard,SF,24,SAS,10,10,339,83,166,.500,17,39,.436,66,127,.520,.551,42,51,.824,14,49,63,28,26,14,16,21,225,leonaka01
114,Damian Lillard,PG,25,POR,11,11,437,89,242,.368,42,107,.393,47,135,.348,.455,71,78,.910,12,35,47,69,14,3,33,23,291,lillada01
115,Jeremy Lin,SG,27,CHO,7,0,189,26,63,.413,3,14,.214,23,49,.469,.437,32,39,.821,3,13,16,18,5,0,11,21,87,linje01
116,Shaun Livingston,PG,30,GSW,24,7,514,82,168,.488,0,1,.000,82,167,.491,.488,32,37,.865,13,63,76,80,12,5,29,48,196,livinsh01
117,Kevin Love,PF,27,CLE,20,19,613,92,239,.385,46,111,.414,46,128,.359,.481,63,75,.840,34,141,175,42,9,8,27,34,293,loveke01
118,Kyle Lowry,PG,29,TOR,20,20,766,131,330,.397,42,138,.304,89,192,.464,.461,78,104,.750,18,76,94,119,32,3,63,73,382,lowryky01
119,Ian Mahinmi,C,29,IND,7,7,172,21,42,.500,0,0,,21,42,.500,.500,15,25,.600,12,24,36,8,5,6,14,25,57,mahinia01
120,Boban Marjanović,C,27,SAS,7,0,42,8,12,.667,0,0,,8,12,.667,.667,8,9,.889,4,10,14,3,0,2,3,10,24,marjabo01
121,Jarell Martin,PF,21,MEM,2,0,46,3,8,.375,0,0,,3,8,.375,.375,3,6,.500,4,3,7,1,3,0,3,4,9,martija01
122,Kevin Martin,SG,32,SAS,5,0,49,8,20,.400,4,8,.500,4,12,.333,.500,2,3,.667,0,4,4,3,1,0,6,5,22,martike02
123,Wesley Matthews,SF,29,DAL,5,5,173,20,60,.333,10,35,.286,10,25,.400,.417,15,19,.789,4,14,18,6,6,0,4,14,65,matthwe02
124,Luc Mbah a Moute,PF,29,LAC,5,5,78,4,6,.667,0,0,,4,6,.667,.667,1,1,1.000,2,8,10,1,3,0,2,9,9,mbahalu01
125,James Michael McAdoo,PF,23,GSW,8,0,38,2,4,.500,0,0,,2,4,.500,.500,1,4,.250,0,8,8,2,3,2,1,6,5,mcadoja01
126,CJ McCollum,SG,24,POR,11,11,442,84,197,.426,20,58,.345,64,139,.460,.477,37,46,.804,7,33,40,36,10,5,20,30,225,mccolcj01
127,K.J. McDaniels,SF,22,HOU,4,0,34,4,13,.308,1,3,.333,3,10,.300,.346,0,0,,1,6,7,1,0,3,0,3,9,mcdankj01
128,JaVale McGee,C,28,DAL,2,0,14,1,2,.500,0,0,,1,2,.500,.500,2,6,.333,2,1,3,0,1,0,3,3,4,mcgeeja01
129,Jordan McRae,PG,24,CLE,2,0,4,4,4,1.000,1,1,1.000,3,3,1.000,1.125,0,0,,0,2,2,0,0,0,0,0,9,mcraejo01
130,Josh McRoberts,PF,28,MIA,10,0,134,16,34,.471,0,7,.000,16,27,.593,.471,6,6,1.000,7,19,26,9,5,5,4,20,38,mcrobjo01
131,Jodie Meeks,SG,28,DET,1,0,2,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,0,0,0,0,0,0,0,2,meeksjo01
132,Salah Mejri,C,29,DAL,4,1,76,7,10,.700,0,0,,7,10,.700,.700,5,12,.417,5,8,13,1,3,5,0,11,19,mejrisa01
133,Jordan Mickey,PF,21,BOS,2,0,10,2,4,.500,0,0,,2,4,.500,.500,0,0,,1,1,2,2,0,1,0,0,4,mickejo01
134,C.J. Miles,SF,28,IND,7,0,92,10,38,.263,2,20,.100,8,18,.444,.289,2,3,.667,4,20,24,4,1,1,3,7,24,milescj01
135,Andre Miller,PG,39,SAS,5,0,35,3,7,.429,1,3,.333,2,4,.500,.500,2,2,1.000,2,3,5,7,0,0,0,4,9,millean02
136,Patty Mills,PG,27,SAS,10,0,167,23,53,.434,13,36,.361,10,17,.588,.557,7,11,.636,0,14,14,20,7,0,8,3,66,millspa02
137,Paul Millsap,PF,30,ATL,10,10,365,59,137,.431,8,33,.242,51,104,.490,.460,41,55,.745,28,66,94,27,13,23,26,29,167,millspa01
138,Nazr Mohammed,C,38,OKC,5,0,10,1,2,.500,0,0,,1,2,.500,.500,0,0,,1,2,3,0,0,1,1,1,2,mohamna01
139,Luis Montero,SG,22,POR,6,0,8,3,3,1.000,2,2,1.000,1,1,1.000,1.333,0,0,,0,0,0,0,0,0,0,1,8,montelu01
140,Marcus Morris,SF,26,DET,4,4,144,22,47,.468,7,18,.389,15,29,.517,.543,20,23,.870,2,11,13,10,2,0,5,17,71,morrima03
141,Anthony Morrow,SG,30,OKC,14,0,76,11,24,.458,5,14,.357,6,10,.600,.563,10,10,1.000,0,2,2,1,1,0,4,5,37,morroan01
142,Donatas Motiejūnas,PF,25,HOU,5,4,98,16,37,.432,4,9,.444,12,28,.429,.486,8,17,.471,10,16,26,5,4,2,12,11,44,motiedo01
143,Timofey Mozgov,C,29,CLE,13,0,76,6,15,.400,0,0,,6,15,.400,.400,3,4,.750,5,16,21,2,3,3,8,16,15,mozgoti01
144,Xavier Munford,SG,23,MEM,4,0,89,9,28,.321,1,8,.125,8,20,.400,.339,0,2,.000,1,8,9,10,6,3,5,8,19,munfoxa02
145,Mike Muscala,C,24,ATL,9,0,67,10,20,.500,2,6,.333,8,14,.571,.550,2,2,1.000,7,10,17,3,0,1,3,6,24,muscami01
146,Lucas Nogueira,C,23,TOR,5,0,29,3,4,.750,0,0,,3,4,.750,.750,0,0,,1,7,8,0,0,0,0,3,6,noguelu01
147,Dirk Nowitzki,PF,37,DAL,5,5,170,41,83,.494,4,11,.364,37,72,.514,.518,16,17,.941,3,21,24,8,2,3,7,9,102,nowitdi01
148,Kelly Olynyk,C,24,BOS,4,0,32,1,9,.111,0,3,.000,1,6,.167,.111,0,0,,2,2,4,3,1,0,4,5,2,olynyke01
149,Zaza Pachulia,C,31,DAL,5,4,112,9,24,.375,0,0,,9,24,.375,.375,15,17,.882,10,17,27,16,3,1,2,13,33,pachuza01
150,Tony Parker,PG,33,SAS,10,10,264,44,98,.449,4,16,.250,40,82,.488,.469,12,14,.857,1,21,22,53,6,2,18,15,104,parketo01
151,Lamar Patterson,SG,24,ATL,4,0,20,2,7,.286,1,3,.333,1,4,.250,.357,1,1,1.000,0,5,5,3,1,0,4,1,6,pattela01
152,Patrick Patterson,PF,26,TOR,20,9,583,55,136,.404,21,70,.300,34,66,.515,.482,22,26,.846,29,48,77,24,7,9,18,31,153,pattepa01
153,Chris Paul,PG,30,LAC,4,4,125,37,76,.487,6,20,.300,31,56,.554,.526,15,15,1.000,4,12,16,29,9,0,4,12,95,paulch01
154,Cameron Payne,PG,21,OKC,10,0,64,7,26,.269,2,10,.200,5,16,.313,.308,2,4,.500,0,4,4,8,2,2,8,7,18,payneca01
155,Paul Pierce*,SF,38,LAC,5,1,54,2,12,.167,1,5,.200,1,7,.143,.208,1,4,.250,0,6,6,1,2,0,2,6,6,piercpa01
156,Mason Plumlee,C,25,POR,11,11,306,28,70,.400,0,0,,28,70,.400,.400,21,33,.636,37,93,130,53,7,11,25,42,77,plumlma01
157,Dwight Powell,PF,24,DAL,4,0,64,9,19,.474,0,1,.000,9,18,.500,.474,6,11,.545,9,8,17,4,1,0,1,5,24,poweldw01
158,Norman Powell,SG,22,TOR,18,3,206,27,70,.386,7,26,.269,20,44,.455,.436,7,8,.875,4,23,27,6,13,2,5,18,68,powelno01
159,Pablo Prigioni,PG,38,LAC,5,0,26,0,5,.000,0,2,.000,0,3,.000,.000,0,0,,2,1,3,7,0,0,3,8,0,prigipa01
160,Zach Randolph,PF,34,MEM,4,4,120,23,62,.371,0,0,,23,62,.371,.371,6,7,.857,15,20,35,7,1,0,7,10,52,randoza01
161,J.J. Redick,SG,31,LAC,6,6,166,34,79,.430,11,31,.355,23,48,.479,.500,2,3,.667,1,11,12,5,1,1,5,11,81,redicjj01
162,Josh Richardson,SG,22,MIA,14,0,387,33,89,.371,17,46,.370,16,43,.372,.466,10,14,.714,10,40,50,22,6,13,12,37,93,richajo01
163,Austin Rivers,SG,23,LAC,6,2,144,26,61,.426,4,17,.235,22,44,.500,.459,6,9,.667,4,12,16,16,3,0,7,12,62,riverau01
164,Andre Roberson,SG,24,OKC,18,18,471,40,86,.465,12,37,.324,28,49,.571,.535,8,20,.400,25,76,101,14,23,19,11,45,100,roberan03
165,Brian Roberts,PG,30,POR,10,0,36,2,9,.222,0,4,.000,2,5,.400,.222,4,6,.667,1,0,1,3,0,0,1,5,8,roberbr01
166,Glenn Robinson III,SF,22,IND,4,0,10,3,4,.750,0,0,,3,4,.750,.750,1,1,1.000,0,0,0,0,0,1,0,0,7,robingl02
167,Terrence Ross,SF,24,TOR,20,0,335,46,119,.387,21,64,.328,25,55,.455,.475,13,20,.650,4,28,32,11,13,5,16,28,126,rosste01
168,Terry Rozier,PG,21,BOS,5,0,99,9,23,.391,4,11,.364,5,12,.417,.478,2,2,1.000,3,14,17,6,1,3,2,5,24,roziete01
169,Brandon Rush,SG,30,GSW,14,0,110,9,20,.450,4,12,.333,5,8,.625,.550,1,2,.500,0,23,23,3,2,2,2,9,23,rushbr01
170,Dennis Schröder,PG,22,ATL,10,0,191,47,104,.452,12,35,.343,35,69,.507,.510,11,13,.846,6,13,19,36,4,1,21,24,117,schrode01
171,Luis Scola,PF,35,TOR,11,9,140,8,31,.258,4,21,.190,4,10,.400,.323,8,11,.727,2,16,18,7,3,0,5,22,28,scolalu01
172,Mike Scott,PF,27,ATL,10,0,161,25,40,.625,8,16,.500,17,24,.708,.725,7,8,.875,5,27,32,5,3,3,8,20,65,scottmi01
173,Thabo Sefolosha,SF,31,ATL,10,2,203,22,46,.478,7,19,.368,15,27,.556,.554,8,15,.533,8,33,41,17,10,6,10,17,59,sefolth01
