Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
29,Avery Bradley,SG,24,BOS,4,4,133,19,50,.380,5,19,.263,14,31,.452,.430,6,7,.857,3,12,15,3,3,0,3,13,49,bradlav01
30,Elton Brand,C,35,ATL,3,0,4,0,1,.000,0,0,,0,1,.000,.000,1,2,.500,0,1,1,0,0,0,0,3,1,brandel01
31,Corey Brewer,SF,28,HOU,17,0,428,72,167,.431,12,42,.286,60,125,.480,.467,35,55,.636,11,36,47,19,11,4,15,48,191,breweco01
32,Aaron Brooks,PG,30,CHI,12,0,132,21,61,.344,8,26,.308,13,35,.371,.410,4,7,.571,3,15,18,11,3,1,9,16,54,brookaa01
33,Markel Brown,SG,23,BRK,2,1,10,2,5,.400,0,2,.000,2,3,.667,.400,2,2,1.000,2,0,2,1,0,0,2,0,6,brownma02
34,Jimmy Butler,SG,25,CHI,12,12,506,94,213,.441,28,72,.389,66,141,.468,.507,59,72,.819,18,49,67,38,29,9,21,27,275,butleji01
35,Rasual Butler,SF,35,WAS,2,0,7,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,1,1,1,0,0,0,2,0,butlera01
36,Will Bynum,SG,32,WAS,3,0,31,7,14,.500,1,2,.500,6,12,.500,.536,4,5,.800,2,1,3,3,2,1,5,6,19,bynumwi01
37,Nick Calathes,SG,25,MEM,9,3,126,12,36,.333,6,13,.462,6,23,.261,.417,3,8,.375,1,15,16,16,9,1,10,15,33,calatni01
38,Clint Capela,C,20,HOU,17,0,127,21,31,.677,0,0,,21,31,.677,.677,15,29,.517,13,29,42,5,3,9,3,19,57,capelca01
39,DeMarre Carroll,SF,28,ATL,16,16,558,86,177,.486,29,72,.403,57,105,.543,.568,32,41,.780,26,71,97,32,18,5,15,36,233,carrode01
40,Vince Carter,SG,38,MEM,11,0,196,27,67,.403,7,28,.250,20,39,.513,.455,8,9,.889,13,34,47,11,7,2,7,17,69,cartevi01
41,Michael Carter-Williams,PG,23,MIL,6,6,191,33,78,.423,0,5,.000,33,73,.452,.423,7,12,.583,1,26,27,29,7,6,16,14,73,cartemi01
42,Tyson Chandler,C,32,DAL,5,5,160,19,29,.655,0,0,,19,29,.655,.655,13,26,.500,27,27,54,1,3,6,5,16,51,chandty01
43,Earl Clark,PF,27,BRK,2,0,13,2,10,.200,2,3,.667,0,7,.000,.300,0,0,,0,2,2,0,1,0,0,1,6,clarkea01
44,Norris Cole,PG,26,NOP,4,0,106,15,36,.417,3,14,.214,12,22,.545,.458,2,3,.667,1,6,7,7,0,1,8,15,35,coleno01
45,Mike Conley,PG,27,MEM,8,8,243,41,96,.427,10,33,.303,31,63,.492,.479,23,28,.821,0,9,9,40,11,0,12,10,115,conlemi01
46,Allen Crabbe,SG,22,POR,2,1,39,4,5,.800,2,2,1.000,2,3,.667,1.000,0,0,,0,3,3,1,2,1,1,1,10,crabbal01
47,Jamal Crawford,SG,34,LAC,14,0,379,67,186,.360,18,74,.243,49,112,.438,.409,26,30,.867,6,24,30,27,13,3,17,34,178,crawfja01
48,Jae Crowder,SF,24,BOS,4,1,100,15,29,.517,3,10,.300,12,19,.632,.569,10,13,.769,8,12,20,8,4,3,5,14,43,crowdja01
49,Dante Cunningham,PF,27,NOP,4,0,75,9,11,.818,0,0,,9,11,.818,.818,3,3,1.000,4,14,18,2,3,4,0,7,21,cunnida01
50,Stephen Curry,PG,26,GSW,21,21,826,200,439,.456,98,232,.422,102,207,.493,.567,96,115,.835,20,85,105,134,39,3,82,47,594,curryst01
51,Gigi Datome,SF,27,BOS,3,0,14,2,6,.333,0,2,.000,2,4,.500,.333,0,0,,0,1,1,1,0,0,0,4,4,datomlu01
52,Anthony Davis,PF,21,NOP,4,4,172,47,87,.540,0,2,.000,47,85,.553,.540,32,36,.889,9,35,44,8,5,12,13,12,126,davisan02
53,Glen Davis,PF,29,LAC,14,0,144,17,38,.447,0,1,.000,17,37,.459,.447,7,9,.778,9,18,27,3,5,5,9,33,41,davisgl01
54,Matthew Dellavedova,SG,24,CLE,20,7,497,47,136,.346,24,76,.316,23,60,.383,.434,25,32,.781,10,31,41,53,9,0,35,52,143,dellama01
55,DeMar DeRozan,SG,25,TOR,4,4,159,32,80,.400,3,8,.375,29,72,.403,.419,14,17,.824,5,20,25,23,6,0,10,12,81,derozde01
56,Boris Diaw,PF,32,SAS,7,0,198,34,71,.479,4,18,.222,30,53,.566,.507,9,13,.692,13,30,43,25,5,3,9,24,81,diawbo01
57,Joey Dorsey,PF,31,HOU,6,0,13,0,2,.000,0,0,,0,2,.000,.000,1,2,.500,1,3,4,2,0,0,1,2,1,dorsejo01
58,Jared Dudley,SG,29,MIL,6,0,110,14,30,.467,8,14,.571,6,16,.375,.600,4,7,.571,3,8,11,8,12,2,5,12,40,dudleja01
59,Tim Duncan*,C,38,SAS,7,7,250,53,90,.589,0,1,.000,53,89,.596,.589,19,34,.559,19,59,78,23,9,10,7,26,125,duncati01
60,Mike Dunleavy,SF,34,CHI,12,12,389,43,88,.489,27,56,.482,16,32,.500,.642,18,19,.947,7,41,48,31,10,5,15,31,131,dunlemi02
61,Monta Ellis,SG,29,DAL,5,5,197,52,111,.468,11,30,.367,41,81,.506,.518,15,20,.750,4,12,16,26,10,3,16,18,130,ellismo01
62,Tyler Ennis,PG,20,MIL,1,0,16,2,9,.222,1,5,.200,1,4,.250,.278,0,0,,3,1,4,3,0,0,0,1,5,ennisty01
63,Tyreke Evans,SG,25,NOP,4,4,125,14,43,.326,2,11,.182,12,32,.375,.349,10,17,.588,3,17,20,20,5,1,6,10,40,evansty01
64,Festus Ezeli,C,25,GSW,20,0,183,27,50,.540,0,0,,27,50,.540,.540,16,29,.552,24,38,62,6,1,10,12,25,70,ezelife01
65,Raymond Felton,PG,30,DAL,3,1,36,4,15,.267,0,4,.000,4,11,.364,.267,3,3,1.000,1,6,7,4,0,0,0,1,11,feltora01
66,Tim Frazier,PG,24,POR,2,0,3,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,0,0,0,1,0,0,fraziti01
67,Joel Freeland,C,27,POR,2,0,7,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,1,0,0,0,0,freeljo01
68,Marc Gasol,C,30,MEM,11,11,416,71,180,.394,0,2,.000,71,178,.399,.394,75,88,.852,19,94,113,49,10,19,16,33,217,gasolma01
69,Pau Gasol,PF,34,CHI,10,10,317,56,115,.487,0,4,.000,56,111,.505,.487,32,42,.762,17,77,94,31,5,21,21,18,144,gasolpa01
70,Alonzo Gee,SF,27,POR,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,1,1,1,0,0,0,0,0,geeal01
71,Taj Gibson,PF,29,CHI,12,2,276,34,72,.472,0,0,,34,72,.472,.472,21,30,.700,25,41,66,12,4,12,11,25,89,gibsota01
72,Manu Ginóbili*,SG,37,SAS,7,0,131,15,43,.349,8,22,.364,7,21,.333,.442,18,23,.783,4,20,24,32,4,6,14,19,56,ginobma01
73,Drew Gooden,PF,33,WAS,10,0,178,23,61,.377,12,26,.462,11,35,.314,.475,10,13,.769,13,42,55,8,2,10,14,21,68,goodedr01
74,Eric Gordon,SG,26,NOP,4,4,143,28,64,.438,13,32,.406,15,32,.469,.539,5,6,.833,3,7,10,15,2,2,10,11,74,gordoer01
75,Marcin Gortat,C,30,WAS,10,10,307,54,86,.628,0,0,,54,86,.628,.628,16,24,.667,27,61,88,22,6,11,16,29,124,gortama01
76,Danny Green,SG,27,SAS,7,7,204,21,61,.344,12,40,.300,9,21,.429,.443,4,6,.667,7,15,22,15,7,7,5,12,58,greenda02
77,Draymond Green,PF,24,GSW,21,21,784,100,240,.417,24,91,.264,76,149,.510,.467,64,87,.736,46,166,212,109,38,25,58,89,288,greendr01
78,JaMychal Green,PF,24,MEM,5,0,8,0,2,.000,0,1,.000,0,1,.000,.000,2,2,1.000,0,3,3,0,1,1,0,1,2,greenja01
79,Jeff Green,SF,28,MEM,11,2,298,36,108,.333,4,18,.222,32,90,.356,.352,22,26,.846,9,43,52,19,5,5,16,18,98,greenje02
80,Blake Griffin,PF,25,LAC,14,14,557,140,274,.511,1,7,.143,139,267,.521,.513,76,106,.717,38,140,178,86,14,14,45,43,357,griffbl01
81,Jorge Gutiérrez,PG,26,MIL,1,0,12,1,2,.500,0,0,,1,2,.500,.500,0,0,,0,1,1,1,0,0,0,1,2,gutiejo01
82,Tyler Hansbrough,PF,29,TOR,4,2,48,1,5,.200,0,0,,1,5,.200,.200,3,4,.750,1,5,6,3,2,1,2,8,5,hansbty01
83,James Harden,SG,25,HOU,17,17,636,129,294,.439,41,107,.383,88,187,.471,.509,163,178,.916,12,85,97,128,28,7,77,49,462,hardeja01
84,Devin Harris,PG,31,DAL,4,0,74,8,23,.348,0,11,.000,8,12,.667,.348,8,9,.889,1,7,8,4,2,0,4,10,24,harride01
85,Joe Harris,SG,23,CLE,6,0,16,2,6,.333,1,3,.333,1,3,.333,.417,3,4,.750,0,1,1,1,0,0,1,1,8,harrijo01
86,Spencer Hawes,PF,26,LAC,8,0,57,9,17,.529,3,6,.500,6,11,.545,.618,2,2,1.000,3,10,13,5,2,3,1,12,23,hawessp01
87,Brendan Haywood,C,35,CLE,1,0,2,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0,haywobr01
88,John Henson,C,24,MIL,6,0,153,24,41,.585,0,1,.000,24,40,.600,.585,5,14,.357,21,27,48,4,5,10,11,14,53,hensojo01
89,Nenê,PF,32,WAS,10,10,257,34,76,.447,0,0,,34,76,.447,.447,11,23,.478,25,41,66,15,9,3,14,32,79,hilarne01
90,Kirk Hinrich,SG,34,CHI,10,0,126,9,19,.474,6,10,.600,3,9,.333,.632,2,3,.667,0,5,5,11,3,1,1,14,26,hinriki01
91,Jrue Holiday,PG,24,NOP,3,0,55,7,19,.368,1,4,.250,6,15,.400,.395,4,4,1.000,2,1,3,13,2,1,5,3,19,holidjr01
92,Justin Holiday,SG,25,GSW,5,0,11,1,2,.500,1,1,1.000,0,1,.000,.750,0,0,,0,1,1,1,0,0,2,1,3,holidju01
93,Al Horford,C,28,ATL,16,16,522,107,211,.507,2,9,.222,105,202,.520,.512,15,20,.750,40,98,138,59,13,23,25,34,231,horfoal01
94,Dwight Howard,C,29,HOU,17,17,574,105,182,.577,0,0,,105,182,.577,.577,68,165,.412,62,176,238,20,23,39,37,60,278,howardw01
95,Lester Hudson,SG,30,LAC,7,0,38,6,14,.429,2,7,.286,4,7,.571,.500,0,0,,0,1,1,7,2,1,3,8,14,hudsole01
96,Kris Humphries,PF,29,WAS,1,0,5,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,3,3,0,0,0,0,1,2,humphkr01
97,Andre Iguodala,SF,31,GSW,21,3,635,81,171,.474,29,82,.354,52,89,.584,.558,27,65,.415,16,78,94,75,25,7,14,42,218,iguodan01
98,Ersan İlyasova,PF,27,MIL,6,6,142,20,61,.328,5,23,.217,15,38,.395,.369,7,10,.700,6,17,23,3,5,3,5,10,52,ilyaser01
99,Kyrie Irving,PG,22,CLE,13,13,464,81,185,.438,27,60,.450,54,125,.432,.511,58,69,.841,10,37,47,50,17,11,20,29,247,irvinky01
100,Jarrett Jack,PG,31,BRK,6,0,153,28,54,.519,5,15,.333,23,39,.590,.565,13,13,1.000,2,23,25,27,7,1,20,14,74,jackja01
101,Bernard James,C,29,DAL,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,jamesbe01
102,LeBron James,SF,30,CLE,20,20,844,227,544,.417,25,110,.227,202,434,.465,.440,122,167,.731,37,189,226,169,33,21,82,58,601,jamesle01
103,Richard Jefferson,SF,34,DAL,4,2,51,5,14,.357,3,8,.375,2,6,.333,.464,2,2,1.000,0,2,2,1,2,0,3,9,15,jefferi01
104,John Jenkins,SG,23,ATL,4,0,21,4,6,.667,2,4,.500,2,2,1.000,.833,0,0,,1,2,3,0,0,0,0,2,10,jenkijo01
105,Jonas Jerebko,PF,27,BOS,4,0,68,5,15,.333,0,4,.000,5,11,.455,.333,1,2,.500,4,10,14,1,2,1,3,9,11,jerebjo01
106,Amir Johnson,PF,27,TOR,4,2,112,20,29,.690,0,1,.000,20,28,.714,.690,6,12,.500,7,21,28,4,1,3,7,16,46,johnsam01
107,James Johnson,PF,27,TOR,2,0,12,2,6,.333,0,0,,2,6,.333,.333,0,6,.000,0,2,2,1,0,0,0,0,4,johnsja01
108,Joe Johnson,SG,33,BRK,6,6,249,34,94,.362,12,41,.293,22,53,.415,.426,19,24,.792,5,41,46,29,7,0,5,16,99,johnsjo02
109,Nick Johnson,SG,22,HOU,9,0,49,4,17,.235,1,7,.143,3,10,.300,.265,3,3,1.000,1,3,4,4,0,1,4,7,12,johnsni01
110,Dahntay Jones,SF,34,LAC,11,0,18,2,2,1.000,0,0,,2,2,1.000,1.000,0,0,,0,1,1,0,2,0,0,7,4,jonesda02
111,James Jones,SF,34,CLE,20,0,311,26,75,.347,22,64,.344,4,11,.364,.493,13,14,.929,1,28,29,9,8,3,5,42,87,jonesja02
112,Terrence Jones,PF,23,HOU,17,9,401,67,159,.421,3,19,.158,64,140,.457,.431,36,54,.667,29,52,81,17,8,12,16,31,173,joneste01
113,DeAndre Jordan,C,26,LAC,14,14,482,58,81,.716,0,0,,58,81,.716,.716,67,157,.427,49,138,187,16,16,33,17,42,183,jordade01
114,Jerome Jordan,C,28,BRK,1,0,5,0,2,.000,0,0,,0,2,.000,.000,0,0,,1,1,2,0,0,0,1,0,0,jordaje01
115,Cory Joseph,PG,23,SAS,4,0,22,5,6,.833,0,0,,5,6,.833,.833,1,2,.500,0,1,1,0,0,1,1,2,11,josepco01
116,Chris Kaman,C,32,POR,3,0,37,4,8,.500,0,0,,4,8,.500,.500,1,1,1.000,5,9,14,3,0,0,3,5,9,kamanch01
117,Kyle Korver,SG,33,ATL,14,14,526,52,133,.391,39,110,.355,13,23,.565,.538,13,16,.813,1,69,70,33,20,15,21,27,156,korveky01
118,Kosta Koufos,C,25,MEM,11,0,127,17,31,.548,0,0,,17,31,.548,.548,3,5,.600,19,20,39,4,4,6,1,14,37,koufoko01
119,Courtney Lee,SG,29,MEM,11,11,367,55,100,.550,14,30,.467,41,70,.586,.620,22,23,.957,3,25,28,24,12,0,13,24,146,leeco01
120,David Lee,PF,31,GSW,13,0,107,16,40,.400,0,0,,16,40,.400,.400,8,15,.533,11,23,34,8,3,2,2,17,40,leeda02
121,Kawhi Leonard,SF,23,SAS,7,7,250,52,109,.477,11,26,.423,41,83,.494,.528,27,35,.771,13,39,52,18,8,4,15,18,142,leonaka01
122,Meyers Leonard,C,22,POR,5,0,106,14,21,.667,10,13,.769,4,8,.500,.905,1,2,.500,6,27,33,5,2,2,3,17,39,leoname01
123,Jon Leuer,PF,25,MEM,4,0,9,2,4,.500,0,0,,2,4,.500,.500,0,0,,2,3,5,0,0,0,0,1,4,leuerjo01
124,Damian Lillard,PG,24,POR,5,5,201,39,96,.406,5,31,.161,34,65,.523,.432,25,32,.781,2,18,20,23,2,3,12,15,108,lillada01
125,Shaun Livingston,PG,29,GSW,21,0,375,42,79,.532,0,1,.000,42,78,.538,.532,21,25,.840,13,38,51,38,8,5,21,32,105,livinsh01
126,Brook Lopez,C,26,BRK,6,6,234,43,87,.494,0,0,,43,87,.494,.494,33,40,.825,20,34,54,5,4,13,6,18,119,lopezbr01
127,Robin Lopez,C,26,POR,5,5,117,9,15,.600,0,0,,9,15,.600,.600,8,8,1.000,9,13,22,3,1,5,5,15,26,lopezro01
128,Kevin Love,PF,26,CLE,4,4,107,17,41,.415,9,21,.429,8,20,.400,.524,14,19,.737,6,22,28,10,1,2,6,12,57,loveke01
129,Kyle Lowry,PG,28,TOR,4,4,131,18,57,.316,5,23,.217,13,34,.382,.360,8,11,.727,7,15,22,19,5,0,12,18,49,lowryky01
130,Shelvin Mack,PG,24,ATL,10,0,99,15,39,.385,6,21,.286,9,18,.500,.462,3,6,.500,2,9,11,10,8,0,2,7,39,macksh01
131,Shawn Marion,SF,36,CLE,6,0,25,1,6,.167,0,0,,1,6,.167,.167,0,0,,2,4,6,1,2,0,0,1,2,mariosh01
132,O.J. Mayo,SG,27,MIL,6,0,156,18,54,.333,6,19,.316,12,35,.343,.389,12,12,1.000,1,19,20,18,7,1,9,14,54,mayooj01
133,James Michael McAdoo,PF,22,GSW,5,0,10,2,3,.667,0,0,,2,3,.667,.667,0,0,,1,3,4,0,0,1,1,0,4,mcadoja01
134,CJ McCollum,SG,23,POR,5,1,166,32,67,.478,11,23,.478,21,44,.477,.560,10,13,.769,1,19,20,2,6,1,6,13,85,mccolcj01
135,Doug McDermott,SF,23,CHI,3,0,10,1,3,.333,1,2,.500,0,1,.000,.500,2,2,1.000,1,1,2,1,0,0,1,0,5,mcderdo01
136,Khris Middleton,SF,23,MIL,6,6,232,35,92,.380,11,34,.324,24,58,.414,.440,14,15,.933,7,15,22,12,14,3,10,14,95,middlkh01
137,Mike Miller,SF,34,CLE,9,1,65,3,5,.600,3,5,.600,0,0,,.900,0,0,,0,10,10,0,1,1,1,6,9,millemi01
138,Patty Mills,PG,26,SAS,7,0,112,21,42,.500,16,28,.571,5,14,.357,.690,13,13,1.000,4,15,19,8,2,0,5,15,71,millspa02
139,Paul Millsap,PF,29,ATL,16,15,566,85,209,.407,15,49,.306,70,160,.438,.443,58,78,.744,36,103,139,55,25,14,34,52,243,millspa01
140,Nikola Mirotić,PF,23,CHI,11,0,164,20,66,.303,7,30,.233,13,36,.361,.356,16,20,.800,7,23,30,9,6,6,8,22,63,mirotni01
141,Nazr Mohammed,C,37,CHI,3,0,14,2,7,.286,0,1,.000,2,6,.333,.286,0,0,,3,2,5,0,0,1,0,0,4,mohamna01
142,E'Twaun Moore,SG,25,CHI,3,0,9,2,6,.333,1,1,1.000,1,5,.200,.417,0,0,,0,3,3,0,2,0,0,1,5,mooreet01
143,Darius Morris,PG,24,BRK,1,0,5,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0,morrida01
144,Timofey Mozgov,C,28,CLE,20,20,529,74,148,.500,0,0,,74,148,.500,.500,64,81,.790,57,89,146,13,8,36,37,57,212,mozgoti01
145,Mike Muscala,PF,23,ATL,10,0,102,20,33,.606,2,8,.250,18,25,.720,.636,0,0,,8,10,18,1,1,3,4,13,42,muscami01
146,Joakim Noah,C,29,CHI,12,12,395,31,76,.408,0,0,,31,76,.408,.408,7,20,.350,45,87,132,38,10,14,20,37,69,noahjo01
147,Dirk Nowitzki,PF,36,DAL,5,5,181,38,84,.452,4,17,.235,34,67,.507,.476,26,28,.929,4,48,52,12,2,2,10,16,106,nowitdi01
148,Johnny O'Bryant,PF,21,MIL,1,0,12,3,8,.375,0,0,,3,8,.375,.375,0,0,,1,2,3,0,0,0,0,1,6,obryajo01
149,Kelly Olynyk,C,23,BOS,4,0,53,7,13,.538,3,6,.500,4,7,.571,.654,1,2,.500,2,3,5,2,2,2,4,12,18,olynyke01
150,Zaza Pachulia,C,30,MIL,6,6,129,16,40,.400,0,0,,16,40,.400,.400,8,13,.615,11,29,40,9,10,3,5,15,40,pachuza01
151,Kostas Papanikolaou,SF,24,HOU,8,0,21,1,4,.250,0,3,.000,1,1,1.000,.250,1,2,.500,0,2,2,0,0,0,5,4,3,papanko01
152,Tony Parker,PG,32,SAS,7,7,210,33,91,.363,0,9,.000,33,82,.402,.363,10,17,.588,4,19,23,25,2,0,11,14,76,parketo01
153,Chandler Parsons,SF,26,DAL,1,1,37,5,15,.333,0,4,.000,5,11,.455,.333,0,0,,0,6,6,2,0,0,1,1,10,parsoch01
154,Patrick Patterson,PF,25,TOR,4,0,106,15,27,.556,7,15,.467,8,12,.667,.685,4,4,1.000,4,10,14,5,3,0,3,5,41,pattepa01
155,Chris Paul,PG,29,LAC,12,12,445,95,189,.503,27,65,.415,68,124,.548,.574,48,51,.941,7,46,53,105,22,3,26,37,265,paulch01
156,Kendrick Perkins,C,30,CLE,8,0,33,2,8,.250,0,0,,2,8,.250,.250,6,10,.600,2,7,9,0,0,3,4,6,10,perkike01
157,Paul Pierce*,SF,37,WAS,10,10,298,48,99,.485,33,63,.524,15,36,.417,.652,17,20,.850,0,42,42,9,6,7,10,33,146,piercpa01
158,Mason Plumlee,C,24,BRK,6,0,49,4,6,.667,0,0,,4,6,.667,.667,4,11,.364,2,6,8,2,4,2,3,10,12,plumlma01
159,Miles Plumlee,C,26,MIL,1,0,16,1,8,.125,0,0,,1,8,.125,.125,1,2,.500,3,3,6,1,0,1,1,1,3,plumlmi01
160,Quincy Pondexter,SF,26,NOP,4,4,124,10,28,.357,3,10,.300,7,18,.389,.411,6,7,.857,3,17,20,12,7,0,1,13,29,pondequ01
161,Otto Porter Jr.,SF,21,WAS,10,0,331,39,88,.443,12,32,.375,27,56,.482,.511,10,21,.476,24,56,80,18,12,2,6,16,100,porteot01
162,Dwight Powell,PF,23,DAL,2,0,3,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,1,1,1,0,0,0,1,0,poweldw01
163,Phil Pressey,PG,23,BOS,2,0,5,0,3,.000,0,1,.000,0,2,.000,.000,0,0,,1,0,1,0,0,1,0,1,0,pressph01
164,Pablo Prigioni,PG,37,HOU,17,0,293,19,57,.333,12,41,.293,7,16,.438,.439,3,4,.750,6,13,19,39,15,0,12,40,53,prigipa01
165,Zach Randolph,PF,33,MEM,11,11,382,71,168,.423,1,5,.200,70,163,.429,.426,29,33,.879,32,61,93,23,6,0,23,37,172,randoza01
166,J.J. Redick,SG,30,LAC,14,14,540,70,161,.435,35,88,.398,35,73,.479,.543,33,35,.943,0,30,30,24,10,5,26,36,208,redicjj01
167,Austin Rivers,PG,22,LAC,14,2,250,46,105,.438,13,35,.371,33,70,.471,.500,12,19,.632,6,18,24,16,10,4,12,28,117,riverau01
168,Rajon Rondo,PG,28,DAL,2,2,37,9,20,.450,1,2,.500,8,18,.444,.475,0,0,,1,1,2,6,0,0,2,6,19,rondora01
169,Derrick Rose,PG,26,CHI,12,12,454,93,235,.396,23,66,.348,70,169,.414,.445,35,39,.897,13,45,58,78,14,6,38,22,244,rosede01
170,Terrence Ross,SF,23,TOR,4,4,107,11,29,.379,6,18,.333,5,11,.455,.483,0,0,,0,6,6,4,3,4,2,10,28,rosste01
171,Brandon Rush,SG,29,GSW,3,0,7,1,6,.167,1,2,.500,0,4,.000,.250,0,0,,1,2,3,0,0,0,0,2,3,rushbr01
172,Dennis Schröder,PG,21,ATL,16,0,290,56,145,.386,8,34,.235,48,111,.432,.414,24,28,.857,5,24,29,62,9,0,27,28,144,schrode01
173,Mike Scott,PF,26,ATL,11,0,172,21,55,.382,4,26,.154,17,29,.586,.418,4,4,1.000,16,30,46,5,5,0,7,16,50,scottmi01
174,Kevin Séraphin,C,25,WAS,6,0,72,15,31,.484,0,0,,15,31,.484,.484,3,6,.500,3,16,19,2,2,1,4,10,33,serapke01
